item_ord,wave_dt,version,item_index,category,dominant_subsystem,is_out_of_band,branch_item_cnt,file_cnt,lines_added_sum,lines_deleted_sum,churn_sum,has_test_changes,is_docs_only,cve_cnt,scored_cve_cnt,max_cvss_base_score,severity_band,days_to_fix_min
1698,2025-05-08,17.5,7,Other functionality,core_server,false,1,3,24,1,25,true,false,,,,,
1708,2025-05-08,17.5,17,Wrong results & planner,planner,false,1,3,175,93,268,true,false,,,,,
1709,2025-05-08,17.5,18,Other functionality,planner,false,1,2,16,1,17,false,false,,,,,
1711,2025-05-08,17.5,20,Wrong results & planner,core_server,false,1,3,36,0,36,true,false,,,,,
1718,2025-05-08,17.5,27,Other functionality,core_server,false,1,1,27,11,38,false,false,,,,,
1724,2025-05-08,17.5,33,Crash & corruption,planner,false,1,3,64,9,73,true,false,,,,,7
1730,2025-05-08,17.5,39,Crash & corruption,replication_recovery,false,1,3,35,17,52,true,false,,,,,2
1734,2025-05-08,17.5,43,Other functionality,core_server,false,1,1,3,3,6,false,false,,,,,
1737,2025-05-08,17.5,46,Crash & corruption,core_server,false,1,3,30,2,32,true,false,,,,,
1743,2025-05-08,17.5,52,Client tools,client_tools,false,1,1,73,62,135,false,false,,,,,
1746,2025-05-08,17.5,55,Extensions & contrib,extensions_contrib,false,1,3,79,8,87,false,false,,,,,9
1747,2025-05-08,17.5,56,Client tools,tests,false,1,1,1,1,2,true,false,,,,,
1749,2025-05-08,17.5,58,Other functionality,core_server,false,1,1,2,2,4,false,false,,,,,
1750,2025-05-08,17.5,59,Other functionality,core_server,false,1,1,3,23,26,false,false,,,,,
1756,2025-08-14,17.6,5,Crash & corruption,core_server,false,1,6,89,50,139,true,false,,,,,3
1764,2025-08-14,17.6,13,Other functionality,core_server,false,1,1,12,7,19,false,false,,,,,
1769,2025-08-14,17.6,18,Other functionality,core_server,false,1,1,2,2,4,false,false,,,,,
1775,2025-08-14,17.6,24,Replication & recovery,replication_recovery,false,1,1,4,4,8,false,false,,,,,
1784,2025-08-14,17.6,33,Crash & corruption,core_server,false,1,1,1,1,2,false,false,,,,,
1791,2025-08-14,17.6,40,Crash & corruption,client_tools,false,1,1,1,0,1,false,false,,,,,1
1798,2025-08-14,17.6,47,Replication & recovery,replication_recovery,false,1,1,10,1,11,false,false,,,,,99
1799,2025-08-14,17.6,48,Client tools,client_tools,false,1,4,160,49,209,false,false,,,,,
1802,2025-08-14,17.6,51,Client tools,client_tools,false,1,2,18,9,27,false,false,,,,,
1803,2025-08-14,17.6,52,Client tools,client_tools,false,1,1,8,3,11,false,false,,,,,
1805,2025-08-14,17.6,54,Client tools,replication_recovery,false,1,5,14,77,91,false,false,,,,,5
1810,2025-08-14,17.6,59,Crash & corruption,extensions_contrib,false,1,5,35,0,35,false,false,,,,,
1824,2025-11-13,17.7,2,Other functionality,core_server,false,2,2,5,5,10,true,false,,,,,
1842,2025-11-13,17.7,20,Crash & corruption,core_server,false,2,1,2,0,2,false,false,,,,,
1846,2025-11-13,17.7,24,Replication & recovery,replication_recovery,false,1,1,16,0,16,false,false,,,,,
1854,2025-11-13,17.7,32,Replication & recovery,replication_recovery,false,2,3,41,43,84,true,false,,,,,
1870,2025-11-13,17.7,48,Client tools,client_tools,false,2,3,14,3,17,true,false,,,,,13
1879,2025-11-13,17.7,57,Crash & corruption,client_tools,false,2,1,2,0,2,false,false,,,,,
1899,2026-02-12,17.8,12,Crash & corruption,core_server,false,2,3,217,0,217,true,false,,,,,3
1902,2026-02-12,17.8,15,Other functionality,client_tools,false,2,3,116,0,116,false,false,,,,,
1910,2026-02-12,17.8,23,Other functionality,core_server,false,2,1,78,43,121,false,false,,,,,
1918,2026-02-12,17.8,31,Replication & recovery,replication_recovery,false,2,1,10,5,15,false,false,,,,,
1920,2026-02-12,17.8,33,Other functionality,core_server,false,2,3,25,8,33,true,false,,,,,
1929,2026-02-12,17.8,42,Crash & corruption,client_tools,false,2,3,32,15,47,false,false,,,,,
1930,2026-02-12,17.8,43,Crash & corruption,client_tools,false,2,1,28,11,39,false,false,,,,,
1946,2026-05-14,17.10,2,Security (CVE),replication_recovery,false,2,1,8,3,11,false,false,1,1,7.2,HIGH,
1975,2026-05-14,17.10,31,Other functionality,core_server,false,2,3,33,0,33,true,false,,,,,
1977,2026-05-14,17.10,33,Other functionality,core_server,false,2,1,55,6,61,false,false,,,,,
1978,2026-05-14,17.10,34,Crash & corruption,core_server,false,2,4,42,4,46,false,false,,,,,
1979,2026-05-14,17.10,35,Replication & recovery,core_server,false,2,1,16,5,21,false,false,,,,,
1980,2026-05-14,17.10,36,Replication & recovery,core_server,false,2,5,115,44,159,false,false,,,,,
1981,2026-05-14,17.10,37,Other functionality,replication_recovery,false,2,1,14,2,16,false,false,,,,,
1986,2026-05-14,17.10,42,Other functionality,tests,false,2,2,55,0,55,true,false,,,,,
2036,2026-08-13,17.11,35,Other functionality,core_server,false,2,3,43,2,45,true,false,,,,,
2044,2026-08-13,17.11,43,Security hardening (no CVE),core_server,false,2,3,70,14,84,false,false,,,,,
2050,2026-08-13,17.11,49,Other functionality,core_server,false,2,5,73,38,111,true,false,,,,,
2052,2026-08-13,17.11,51,Other functionality,core_server,false,2,5,64,1,65,true,false,,,,,
2057,2026-08-13,17.11,56,Other functionality,core_server,false,2,1,2,2,4,false,false,,,,,
2058,2026-08-13,17.11,57,Crash & corruption,core_server,false,2,1,0,2,2,false,false,,,,,
2062,2026-08-13,17.11,61,Replication & recovery,core_server,false,2,1,15,5,20,false,false,,,,,4
2068,2026-08-13,17.11,67,Wrong results & planner,core_server,false,2,3,84,46,130,false,false,,,,,
2069,2026-08-13,17.11,68,Replication & recovery,client_tools,false,2,3,306,14,320,false,false,,,,,
2077,2026-08-13,17.11,76,Replication & recovery,core_server,false,2,3,136,2,138,true,false,,,,,7
2078,2026-08-13,17.11,77,Crash & corruption,replication_recovery,false,2,1,13,10,23,false,false,,,,,
2093,2026-08-13,17.11,92,Crash & corruption,client_tools,false,2,1,3,0,3,false,false,,,,,
2094,2026-08-13,17.11,93,Replication & recovery,replication_recovery,false,2,1,0,2,2,false,false,,,,,
2102,2026-08-13,17.11,101,Crash & corruption,extensions_contrib,false,2,1,4,1,5,false,false,,,,,4
2112,2025-11-13,18.1,3,Other functionality,planner,false,1,3,143,26,169,true,false,,,,,
2113,2025-11-13,18.1,4,Crash & corruption,planner,false,1,3,62,6,68,true,false,,,,,6
2114,2025-11-13,18.1,5,Crash & corruption,planner,false,1,3,49,7,56,true,false,,,,,2
2115,2025-11-13,18.1,6,Wrong results & planner,core_server,false,1,1,7,0,7,false,false,,,,,
2117,2025-11-13,18.1,8,Build & platform,core_server,false,1,1,41,11,52,false,false,,,,,
2121,2025-11-13,18.1,12,Crash & corruption,core_server,false,1,2,5,1,6,false,false,,,,,7
2122,2025-11-13,18.1,13,Other functionality,core_server,false,1,1,64,58,122,false,false,,,,,
2123,2025-11-13,18.1,14,Client tools,planner,false,1,5,103,87,190,true,false,,,,,
2125,2025-11-13,18.1,16,Crash & corruption,core_server,false,1,3,19,0,19,true,false,,,,,7
2130,2025-11-13,18.1,21,Other functionality,core_server,false,1,3,32,0,32,true,false,,,,,
2142,2025-11-13,18.1,33,Build & platform,core_server,false,1,2,18,31,49,false,false,,,,,
2150,2025-11-13,18.1,41,Client tools,client_tools,false,1,1,2,1,3,false,false,,,,,13
2158,2025-11-13,18.1,49,Crash & corruption,extensions_contrib,false,1,3,123,16,139,false,false,,,,,
2166,2026-02-12,18.2,4,Security (CVE),extensions_contrib,false,1,2,185,91,276,false,false,1,1,8.2,HIGH,
2167,2026-02-12,18.2,5,Extensions & contrib,extensions_contrib,false,1,2,74,11,85,false,false,,,,,
2168,2026-02-12,18.2,6,Other functionality,core_server,false,1,5,29,5,34,true,false,,,,,55
2171,2026-02-12,18.2,9,Wrong results & planner,core_server,false,1,5,56,11,67,true,false,,,,,32
2173,2026-02-12,18.2,11,Other functionality,core_server,false,1,4,41,11,52,true,false,,,,,1
2174,2026-02-12,18.2,12,Other functionality,core_server,false,1,3,28,7,35,true,false,,,,,4
2176,2026-02-12,18.2,14,Wrong results & planner,planner,false,1,5,190,9,199,true,false,,,,,13
2177,2026-02-12,18.2,15,Wrong results & planner,planner,false,1,4,175,3,178,true,false,,,,,
2178,2026-02-12,18.2,16,Wrong results & planner,core_server,false,1,3,116,14,130,true,false,,,,,
2179,2026-02-12,18.2,17,Other functionality,planner,false,1,5,256,9,265,true,false,,,,,
2180,2026-02-12,18.2,18,Wrong results & planner,planner,false,1,1,45,70,115,false,false,,,,,
2183,2026-02-12,18.2,21,Other functionality,core_server,false,1,1,22,5,27,false,false,,,,,
2186,2026-02-12,18.2,24,Extensions & contrib,extensions_contrib,false,1,3,114,2,116,false,false,,,,,
2191,2026-02-12,18.2,29,Crash & corruption,core_server,false,1,1,4,3,7,false,false,,,,,
2199,2026-02-12,18.2,37,Other functionality,core_server,false,1,2,35,9,44,false,false,,,,,
2200,2026-02-12,18.2,38,Other functionality,core_server,false,1,1,11,1,12,false,false,,,,,
2215,2026-02-12,18.2,53,Build & platform,core_server,false,1,1,4,0,4,false,false,,,,,
2216,2026-02-12,18.2,54,Build & platform,core_server,false,1,2,3,3,6,false,false,,,,,0
2221,2026-02-12,18.2,59,Client tools,client_tools,false,1,1,24,18,42,false,false,,,,,
2222,2026-02-12,18.2,60,Client tools,client_tools,false,1,1,2,2,4,false,false,,,,,
2223,2026-02-12,18.2,61,Wrong results & planner,client_tools,false,1,1,3,1,4,false,false,,,,,13
2224,2026-02-12,18.2,62,Client tools,client_tools,false,1,1,1,0,1,false,false,,,,,
2232,2026-02-12,18.2,70,Extensions & contrib,extensions_contrib,false,1,1,1,1,2,false,false,,,,,
2235,2026-02-12,18.2,73,Crash & corruption,extensions_contrib,false,1,3,38,3,41,false,false,,,,,
2238,2026-02-26,18.3,2,Security (CVE),extensions_contrib,true,1,1,1,1,2,false,false,1,1,8.2,HIGH,
2239,2026-02-26,18.3,3,Client tools,core_server,true,1,7,263,326,589,false,false,,,,,5
2241,2026-02-26,18.3,5,Other functionality,core_server,true,1,5,34,8,42,true,false,,,,,17
2250,2026-05-14,18.4,5,Security (CVE),planner,false,1,5,248,5,253,true,false,1,1,4.3,MEDIUM,
2261,2026-05-14,18.4,16,Wrong results & planner,planner,false,1,8,320,97,417,true,false,,,,,
2262,2026-05-14,18.4,17,Wrong results & planner,core_server,false,1,3,23,3,26,true,false,,,,,4
2263,2026-05-14,18.4,18,Other functionality,core_server,false,1,6,77,19,96,true,false,,,,,
2264,2026-05-14,18.4,19,Other functionality,planner,false,1,3,92,0,92,true,false,,,,,
2266,2026-05-14,18.4,21,Other functionality,core_server,false,1,1,4,2,6,false,false,,,,,
2271,2026-05-14,18.4,26,Other functionality,core_server,false,1,1,3,3,6,false,false,,,,,
2273,2026-05-14,18.4,28,Other functionality,core_server,false,1,3,92,0,92,true,false,,,,,
2274,2026-05-14,18.4,29,Other functionality,core_server,false,1,4,91,8,99,true,false,,,,,
2293,2026-05-14,18.4,48,Other functionality,core_server,false,1,1,1,1,2,false,false,,,,,
2295,2026-05-14,18.4,50,Crash & corruption,core_server,false,1,1,4,1,5,false,false,,,,,
2299,2026-05-14,18.4,54,Other functionality,core_server,false,1,1,2,2,4,false,false,,,,,
2301,2026-05-14,18.4,56,Other functionality,core_server,false,1,3,38,17,55,true,false,,,,,
2308,2026-05-14,18.4,63,Replication & recovery,client_tools,false,1,11,87,50,137,false,false,,,,,
2310,2026-05-14,18.4,65,Client tools,client_tools,false,1,2,40,0,40,false,false,,,,,
2315,2026-05-14,18.4,70,Extensions & contrib,extensions_contrib,false,1,3,134,6,140,false,false,,,,,
2346,2026-08-13,18.6,28,Other functionality,core_server,false,1,1,5,3,8,false,false,,,,,
2349,2026-08-13,18.6,31,Crash & corruption,core_server,false,1,3,38,7,45,false,false,,,,,36
2350,2026-08-13,18.6,32,Other functionality,core_server,false,1,5,333,152,485,true,false,,,,,14
2351,2026-08-13,18.6,33,Performance,core_server,false,1,2,9,8,17,false,false,,,,,
2352,2026-08-13,18.6,34,Other functionality,core_server,false,1,7,75,9,84,true,false,,,,,1
2355,2026-08-13,18.6,37,Crash & corruption,planner,false,1,3,92,5,97,true,false,,,,,
2357,2026-08-13,18.6,39,Wrong results & planner,planner,false,1,12,1370,242,1612,true,false,,,,,
2359,2026-08-13,18.6,41,Wrong results & planner,core_server,false,1,1,8,0,8,false,false,,,,,
2362,2026-08-13,18.6,44,Other functionality,core_server,false,1,3,13,0,13,true,false,,,,,
2367,2026-08-13,18.6,49,Other functionality,core_server,false,1,3,80,32,112,true,false,,,,,58
2368,2026-08-13,18.6,50,Client tools,core_server,false,1,5,82,4,86,true,false,,,,,
2370,2026-08-13,18.6,52,Build & platform,core_server,false,1,3,47,48,95,true,false,,,,,
2378,2026-08-13,18.6,60,Other functionality,core_server,false,1,4,80,6,86,true,false,,,,,
2387,2026-08-13,18.6,69,Other functionality,core_server,false,1,1,11,3,14,false,false,,,,,
2389,2026-08-13,18.6,71,Other functionality,core_server,false,1,1,7,2,9,false,false,,,,,
2396,2026-08-13,18.6,78,Build & platform,core_server,false,1,3,87,12,99,true,false,,,,,
2410,2026-08-13,18.6,92,Replication & recovery,replication_recovery,false,1,1,9,0,9,false,false,,,,,
2418,2026-08-13,18.6,100,Other functionality,replication_recovery,false,1,4,23,19,42,false,false,,,,,
2422,2026-08-13,18.6,104,Client tools,client_tools,false,1,1,14,0,14,false,false,,,,,
2423,2026-08-13,18.6,105,Client tools,client_tools,false,1,1,7,4,11,false,false,,,,,
2425,2026-08-13,18.6,107,Crash & corruption,client_tools,false,1,1,1,1,2,false,false,,,,,
2427,2026-08-13,18.6,109,Crash & corruption,client_tools,false,1,3,245,18,263,true,false,,,,,7
2429,2026-08-13,18.6,111,Client tools,client_tools,false,1,2,3,0,3,false,false,,,,,
2436,2026-08-13,18.6,118,Client tools,client_tools,false,1,1,29,10,39,false,false,,,,,
2437,2026-08-13,18.6,119,Client tools,client_tools,false,1,2,3,2,5,false,false,,,,,
2438,2026-08-13,18.6,120,Crash & corruption,extensions_contrib,false,1,1,9,7,16,false,false,,,,,
2439,2026-08-13,18.6,121,Crash & corruption,extensions_contrib,false,1,1,3,0,3,false,false,,,,,
2442,2026-08-13,18.6,124,Extensions & contrib,extensions_contrib,false,1,1,1,1,2,false,false,,,,,
2444,2026-08-13,18.6,126,Extensions & contrib,extensions_contrib,false,1,3,38,6,44,false,false,,,,,
2445,2026-08-13,18.6,127,Extensions & contrib,extensions_contrib,false,1,3,18,2,20,false,false,,,,,
2450,2026-08-13,18.6,132,Security hardening (no CVE),extensions_contrib,false,1,1,15,5,20,false,false,,,,,
