item_ord,wave_dt,version,item_index,category,dominant_subsystem,is_out_of_band,branch_item_cnt,file_cnt,lines_added_sum,lines_deleted_sum,churn_sum,has_test_changes,is_docs_only,cve_cnt,scored_cve_cnt,max_cvss_base_score,severity_band,days_to_fix_min
286,2024-02-08,15.6,14,Other functionality,core_server,false,2,1,15,8,23,false,false,,,,,
287,2024-02-08,15.6,15,Other functionality,core_server,false,2,10,141,56,197,true,false,,,,,69
288,2024-02-08,15.6,16,Crash & corruption,core_server,false,2,1,95,95,190,false,false,,,,,
289,2024-02-08,15.6,17,Other functionality,core_server,false,2,3,8,1,9,true,false,,,,,
290,2024-02-08,15.6,18,Wrong results & planner,core_server,false,2,3,29,4,33,true,false,,,,,0
291,2024-02-08,15.6,19,Wrong results & planner,core_server,false,2,3,80,44,124,true,false,,,,,3
292,2024-02-08,15.6,20,Other functionality,core_server,false,2,1,3,0,3,false,false,,,,,
293,2024-02-08,15.6,21,Other functionality,core_server,false,2,1,8,1,9,false,false,,,,,
294,2024-02-08,15.6,22,Other functionality,core_server,false,2,1,4,1,5,false,false,,,,,
295,2024-02-08,15.6,23,Other functionality,core_server,false,2,1,18,1,19,false,false,,,,,
296,2024-02-08,15.6,24,Crash & corruption,core_server,false,2,7,418,20,438,true,false,,,,,
297,2024-02-08,15.6,25,Other functionality,core_server,false,2,1,5,1,6,false,false,,,,,
298,2024-02-08,15.6,26,Other functionality,core_server,false,2,3,77,11,88,true,false,,,,,0
299,2024-02-08,15.6,27,Other functionality,core_server,false,2,9,54,55,109,true,false,,,,,
300,2024-02-08,15.6,28,Other functionality,core_server,false,2,1,1,1,2,false,false,,,,,
301,2024-02-08,15.6,29,Crash & corruption,core_server,false,2,2,9,0,9,false,false,,,,,
302,2024-02-08,15.6,30,Replication & recovery,replication_recovery,false,2,1,34,0,34,false,false,,,,,
303,2024-02-08,15.6,31,Replication & recovery,replication_recovery,false,2,1,1,0,1,false,false,,,,,1
304,2024-02-08,15.6,32,Replication & recovery,replication_recovery,false,2,1,37,9,46,false,false,,,,,
305,2024-02-08,15.6,33,Crash & corruption,replication_recovery,false,2,1,15,5,20,false,false,,,,,
306,2024-02-08,15.6,34,Replication & recovery,replication_recovery,false,2,2,55,2,57,true,false,,,,,
307,2024-02-08,15.6,35,Replication & recovery,replication_recovery,false,2,2,34,11,45,true,false,,,,,4
308,2024-02-08,15.6,36,Replication & recovery,extensions_contrib,false,1,3,65,4,69,false,false,,,,,19
309,2024-02-08,15.6,37,Client tools,core_server,false,2,1,5,7,12,false,false,,,,,
310,2024-02-08,15.6,38,Crash & corruption,build_platform,false,2,8,11,27,38,true,false,,,,,
311,2024-02-08,15.6,39,Extensions & contrib,core_server,false,2,4,45,14,59,false,false,,,,,
312,2024-02-08,15.6,40,Other functionality,extensions_contrib,false,2,3,50,29,79,false,false,,,,,259
313,2024-02-08,15.6,41,Other functionality,core_server,false,2,1,4,0,4,false,false,,,,,
314,2024-02-08,15.6,42,Other functionality,extensions_contrib,false,2,5,122,11,133,false,false,,,,,
315,2024-02-08,15.6,43,Client tools,client_tools,false,2,1,3,1,4,false,false,,,,,193
316,2024-02-08,15.6,44,Client tools,client_tools,false,2,1,8,0,8,false,false,,,,,
317,2024-02-08,15.6,45,Crash & corruption,client_tools,false,2,1,42,22,64,false,false,,,,,
318,2024-02-08,15.6,46,Client tools,client_tools,false,2,3,56,60,116,false,false,,,,,1
319,2024-02-08,15.6,47,Client tools,tests,false,2,1,1,1,2,true,false,,,,,
320,2024-02-08,15.6,48,Client tools,client_tools,false,2,3,32,6,38,false,false,,,,,
321,2024-02-08,15.6,49,Client tools,client_tools,false,2,2,41,2,43,false,false,,,,,
322,2024-02-08,15.6,50,Crash & corruption,extensions_contrib,false,2,4,27,22,49,false,false,,,,,1
323,2024-02-08,15.6,51,Extensions & contrib,extensions_contrib,false,2,3,14,2,16,false,false,,,,,6
324,2024-02-08,15.6,52,Extensions & contrib,extensions_contrib,false,2,3,11,7,18,false,false,,,,,6
325,2024-02-08,15.6,53,Client tools,tests,false,2,1,1,1,2,true,false,,,,,
326,2024-02-08,15.6,54,Other functionality,core_server,false,2,3,69,69,138,false,false,,,,,
327,2024-02-08,15.6,55,Build & platform,core_server,false,2,2,12,4,16,false,false,,,,,
328,2024-02-08,15.6,56,Build & platform,replication_recovery,false,2,1,4,2,6,false,false,,,,,
329,2024-02-08,15.6,57,Build & platform,extensions_contrib,false,2,1,1,1,2,false,false,,,,,
330,2024-02-08,15.6,58,Build & platform,core_server,false,2,1,4,1,5,false,false,,,,,
331,2024-05-09,15.7,0,Security (CVE),core_server,false,2,7,81,17,98,true,false,1,1,3.1,LOW,
332,2024-05-09,15.7,1,Other functionality,core_server,false,2,5,227,11,238,true,false,,,,,0
333,2024-05-09,15.7,2,Other functionality,core_server,false,2,3,27,1,28,true,false,,,,,
334,2024-05-09,15.7,3,Other functionality,core_server,false,2,5,106,8,114,true,false,,,,,
335,2024-05-09,15.7,4,Wrong results & planner,core_server,false,2,3,187,2,189,true,false,,,,,4
336,2024-05-09,15.7,5,Other functionality,core_server,false,2,3,24,22,46,true,false,,,,,1
337,2024-05-09,15.7,6,Other functionality,core_server,false,2,3,100,1,101,true,false,,,,,
338,2024-05-09,15.7,7,Replication & recovery,core_server,false,2,1,16,0,16,false,false,,,,,1
339,2024-05-09,15.7,8,Other functionality,client_tools,false,2,3,14,4,18,false,false,,,,,
340,2024-05-09,15.7,9,Other functionality,core_server,false,2,2,8,6,14,true,false,,,,,
341,2024-05-09,15.7,10,Other functionality,core_server,false,2,3,79,9,88,true,false,,,,,
342,2024-05-09,15.7,11,Crash & corruption,core_server,false,2,3,60,1,61,false,false,,,,,
343,2024-05-09,15.7,12,Crash & corruption,core_server,false,2,1,16,12,28,false,false,,,,,
344,2024-05-09,15.7,13,Other functionality,core_server,false,2,1,11,13,24,false,false,,,,,
345,2024-05-09,15.7,14,Crash & corruption,core_server,false,1,1,6,0,6,false,false,,,,,
346,2024-05-09,15.7,15,Wrong results & planner,planner,false,2,2,34,7,41,false,false,,,,,4
347,2024-05-09,15.7,16,Other functionality,core_server,false,2,4,67,24,91,true,false,,,,,9
348,2024-05-09,15.7,17,Other functionality,core_server,false,2,1,4,4,8,false,false,,,,,
349,2024-05-09,15.7,18,Crash & corruption,planner,false,2,1,7,2,9,false,false,,,,,0
350,2024-05-09,15.7,19,Other functionality,core_server,false,2,3,63,6,69,true,false,,,,,
351,2024-05-09,15.7,20,Other functionality,planner,false,2,2,2,2,4,false,false,,,,,1
352,2024-05-09,15.7,21,Crash & corruption,core_server,false,2,7,41,13,54,true,false,,,,,10
353,2024-05-09,15.7,22,Crash & corruption,core_server,false,2,6,36,4,40,true,false,,,,,
354,2024-05-09,15.7,23,Other functionality,core_server,false,2,1,0,3,3,false,false,,,,,
355,2024-05-09,15.7,24,Wrong results & planner,core_server,false,2,5,97,19,116,true,false,,,,,
356,2024-05-09,15.7,25,Wrong results & planner,core_server,false,2,3,22,4,26,true,false,,,,,
357,2024-05-09,15.7,26,Crash & corruption,core_server,false,2,1,33,35,68,false,false,,,,,
358,2024-05-09,15.7,27,Other functionality,core_server,false,2,1,19,11,30,false,false,,,,,76
359,2024-05-09,15.7,28,Crash & corruption,core_server,false,2,4,112,20,132,true,false,,,,,
360,2024-05-09,15.7,29,Other functionality,core_server,false,2,1,38,32,70,false,false,,,,,
361,2024-05-09,15.7,30,Crash & corruption,core_server,false,2,2,25,24,49,false,false,,,,,
362,2024-05-09,15.7,31,Crash & corruption,core_server,false,2,2,15,8,23,false,false,,,,,0
363,2024-05-09,15.7,32,Crash & corruption,core_server,false,2,5,141,9,150,true,false,,,,,408
364,2024-05-09,15.7,33,Crash & corruption,replication_recovery,false,2,2,22,4,26,false,false,,,,,
365,2024-05-09,15.7,34,Crash & corruption,core_server,false,2,1,1,1,2,false,false,,,,,0
366,2024-05-09,15.7,35,Other functionality,core_server,false,2,1,1,5,6,false,false,,,,,
367,2024-05-09,15.7,36,Build & platform,client_tools,false,2,2,36,6,42,false,false,,,,,
368,2024-05-09,15.7,37,Client tools,client_tools,false,2,2,52,26,78,false,false,,,,,14
369,2024-05-09,15.7,38,Crash & corruption,client_tools,false,2,12,289,80,369,false,false,,,,,
370,2024-05-09,15.7,39,Client tools,client_tools,false,2,1,18,19,37,false,false,,,,,
371,2024-05-09,15.7,40,Client tools,client_tools,false,2,9,70,2,72,false,false,,,,,
372,2024-05-09,15.7,41,Client tools,client_tools,false,2,1,2,0,2,false,false,,,,,
373,2024-05-09,15.7,42,Client tools,client_tools,false,2,1,10,7,17,false,false,,,,,
374,2024-05-09,15.7,43,Replication & recovery,replication_recovery,false,2,9,47,4,51,false,false,,,,,
375,2024-05-09,15.7,44,Other functionality,extensions_contrib,false,2,7,76,36,112,true,false,,,,,
376,2024-05-09,15.7,45,Extensions & contrib,extensions_contrib,false,2,3,55,5,60,false,false,,,,,
377,2024-05-09,15.7,46,Extensions & contrib,core_server,false,2,2,2,2,4,false,false,,,,,
378,2024-05-09,15.7,47,Extensions & contrib,extensions_contrib,false,2,3,114,36,150,false,false,,,,,3
379,2024-05-09,15.7,48,Extensions & contrib,extensions_contrib,false,2,1,5,3,8,false,false,,,,,
380,2024-05-09,15.7,49,Extensions & contrib,extensions_contrib,false,2,2,12,9,21,false,false,,,,,10
381,2024-05-09,15.7,50,Build & platform,core_server,false,2,1,5,2,7,false,false,,,,,
382,2024-05-09,15.7,51,Other functionality,core_server,false,2,1,31,4,35,false,false,,,,,
383,2024-08-08,15.8,0,Security (CVE),core_server,false,2,15,255,1,256,true,false,1,1,8.8,HIGH,
384,2024-08-08,15.8,1,Crash & corruption,core_server,false,2,2,29,8,37,false,false,,,,,
385,2024-08-08,15.8,2,Other functionality,core_server,false,2,3,24,1,25,true,false,,,,,1
386,2024-08-08,15.8,3,Other functionality,tests,false,2,2,4,2,6,true,false,,,,,33
387,2024-08-08,15.8,4,Wrong results & planner,core_server,false,2,1,60,50,110,false,false,,,,,98
388,2024-08-08,15.8,5,Other functionality,core_server,false,2,3,82,1,83,true,false,,,,,
389,2024-08-08,15.8,6,Crash & corruption,tests,false,2,2,26,0,26,true,false,,,,,1
390,2024-08-08,15.8,7,Other functionality,extensions_contrib,false,2,4,130,14,144,false,false,,,,,
391,2024-08-08,15.8,8,Wrong results & planner,core_server,false,2,3,124,80,204,true,false,,,,,35
392,2024-08-08,15.8,9,Wrong results & planner,core_server,false,2,3,157,13,170,true,false,,,,,
393,2024-08-08,15.8,10,Other functionality,core_server,false,2,3,18,2,20,true,false,,,,,
394,2024-08-08,15.8,11,Replication & recovery,core_server,false,2,3,56,13,69,true,false,,,,,
395,2024-08-08,15.8,12,Other functionality,core_server,false,2,3,19,13,32,true,false,,,,,21
396,2024-08-08,15.8,13,Security (CVE),core_server,false,2,3,14,1,15,true,false,1,1,8.8,HIGH,
397,2024-08-08,15.8,14,Other functionality,core_server,false,2,3,64,3,67,false,false,,,,,
398,2024-08-08,15.8,15,Other functionality,core_server,false,2,3,25,14,39,true,false,,,,,0
399,2024-08-08,15.8,16,Build & platform,core_server,false,2,3,102,20,122,true,false,,,,,1
400,2024-08-08,15.8,17,Other functionality,core_server,false,2,1,7,0,7,false,false,,,,,
401,2024-08-08,15.8,18,Other functionality,core_server,false,2,3,32,5,37,true,false,,,,,0
402,2024-08-08,15.8,19,Client tools,core_server,false,2,3,27,6,33,true,false,,,,,
403,2024-08-08,15.8,20,Other functionality,planner,false,2,3,27,1,28,true,false,,,,,0
404,2024-08-08,15.8,21,Other functionality,core_server,false,2,1,47,13,60,false,false,,,,,4
405,2024-08-08,15.8,22,Other functionality,core_server,false,2,3,86,73,159,true,false,,,,,7
406,2024-08-08,15.8,23,Other functionality,planner,false,2,5,107,29,136,true,false,,,,,4
407,2024-08-08,15.8,24,Crash & corruption,core_server,false,2,1,17,1,18,false,false,,,,,
408,2024-08-08,15.8,25,Other functionality,tests,false,2,4,0,68,68,true,false,,,,,
409,2024-08-08,15.8,26,Replication & recovery,core_server,false,2,7,85,17,102,true,false,,,,,
410,2024-08-08,15.8,27,Crash & corruption,extensions_contrib,false,2,7,122,10,132,false,false,,,,,
411,2024-08-08,15.8,28,Replication & recovery,core_server,false,2,2,14,2,16,false,false,,,,,376
412,2024-08-08,15.8,29,Replication & recovery,replication_recovery,false,2,1,10,0,10,false,false,,,,,
413,2024-08-08,15.8,30,Crash & corruption,core_server,false,2,2,17,1,18,false,false,,,,,15
414,2024-08-08,15.8,31,Other functionality,core_server,false,2,1,8,0,8,false,false,,,,,
415,2024-08-08,15.8,32,Crash & corruption,replication_recovery,false,2,2,11,0,11,false,false,,,,,
416,2024-08-08,15.8,33,Build & platform,core_server,false,2,1,32,0,32,false,false,,,,,
417,2024-08-08,15.8,34,Security hardening (no CVE),core_server,false,2,1,3,2,5,false,false,,,,,
418,2024-08-08,15.8,35,Build & platform,core_server,false,2,1,3,3,6,false,false,,,,,
419,2024-08-08,15.8,36,Other functionality,extensions_contrib,false,2,3,138,56,194,false,false,,,,,7
420,2024-08-08,15.8,37,Extensions & contrib,build_platform,false,1,2,0,2,2,false,false,,,,,
