bug_number,reporter_person_key,reported_date_key,reported_dt,subject,thread_message_cnt,thread_size_window,is_acted_upon,outcome,linked_via,first_commit_dt,days_to_commit,days_to_commit_window,earliest_ship_release_dt
19364,20e1c79a79bd2877eed589167fa4635d,20251226,2025-12-26,"BUG #19364: Repository not updating",2,2: 2-3 messages,false,no linked commit,,,,,2026-02-12
19365,29025f4e01799fb02ea3496cba813848,20251227,2025-12-27,"BUG #19365: postgres 18 pg_dump fails whan drop sequence concurrently",4,3: 4-10 messages,true,linked to a fix commit,both,2026-01-09,13,3: within a month,2026-02-12
19366,8d353a4c5a84c5049abfc94b13c17ae1,20251229,2025-12-29,"BUG #19366: heap-use-after-free in pgaio_io_reclaim() detected with RELCACHE_FORCE_RELEASE",2,2: 2-3 messages,false,no linked commit,,,,,2026-02-12
19367,e8c490e9a54da8f04ec1ef66091c7a77,20251229,2025-12-29,"BUG #19367: typos in backend/utils/adt/timestamp.c",6,3: 4-10 messages,false,no linked commit,,,,,2026-02-12
19368,8f84e0527bc2d9a620870e8c154fbcdb,20251231,2025-12-31,"BUG #19368: f54af9f does not create the correct macro for autotools build",6,3: 4-10 messages,true,linked to a fix commit,both,2025-12-31,0,1: same/next day,2026-02-12
19369,8f84e0527bc2d9a620870e8c154fbcdb,20260102,2026-01-02,"BUG #19369: Not documented that io_uring on kernel versions between 5.1 and below 5.6 does not work",18,4: 11+ messages,false,no linked commit,,,,,2026-02-12
19370,33087654dbc710e81f51fda5f8241f28,20260106,2026-01-06,"BUG #19370: PG18 returns incorrect array slice results when slice bounds depend on another array expression",9,3: 4-10 messages,true,linked to a fix commit,both,2026-01-07,1,1: same/next day,2026-02-12
19371,1b6e06598cc8e5c564957c3c9a2afb8b,20260106,2026-01-06,"BUG #19371: programı yüklerken hata veriyor",1,1: no replies,false,no linked commit,,,,,2026-02-12
19372,ea9e731ea4711f0454b11d09876f4ee3,20260107,2026-01-07,"BUG #19372: Scan operator maybe output unnecessary columns to the upper-layer operators",3,2: 2-3 messages,false,no linked commit,,,,,2026-02-12
19373,350e352aaecc81abd986f7b603ab1f43,20260109,2026-01-09,"BUG #19373: One backend hanging in AioIoUringExecution blocking other backends",3,2: 2-3 messages,false,no linked commit,,,,,2026-02-12
19375,ea9e731ea4711f0454b11d09876f4ee3,20260112,2026-01-12,"BUG #19375: PathTarget expression costs are being double-counted in the planner",1,1: no replies,false,no linked commit,,,,,2026-02-12
19377,8d6ed6d596e7eb997209e88b3d669933,20260113,2026-01-13,"BUG #19377: Query planner interesting behaviour",3,2: 2-3 messages,false,no linked commit,,,,,2026-02-12
19378,ec2a8389bf9c4a4c6e39ae75e57b67fd,20260114,2026-01-14,"BUG #19378: How do you know to start Postgresql with ""systemctl start postgresql@18-main"" ?",1,1: no replies,false,no linked commit,,,,,2026-02-12
19379,772e7540383888159d8fcb065d06b7bb,20260115,2026-01-15,"BUG #19379: Role pg_read_all_data don't allowed read large objects",8,3: 4-10 messages,false,no linked commit,,,,,2026-02-12
19380,c0ca7580659419b084d64cc3c3e8d83c,20260119,2026-01-19,"BUG #19380: Transition table in AFTER INSERT trigger misses rows from MERGE when used with INSERT in a CTE",9,3: 4-10 messages,true,linked to a fix commit,both,2026-01-24,5,2: within a week,2026-02-12
19382,40456fc9d6793f0838eb969c39e767d0,20260120,2026-01-20,"BUG #19382: Server crash at __nss_database_lookup",30,4: 11+ messages,false,no linked commit,,,,,2026-02-12
19383,40456fc9d6793f0838eb969c39e767d0,20260120,2026-01-20,"BUG #19383: Server crash at getmissingattr",3,2: 2-3 messages,false,no linked commit,,,,,2026-02-12
19384,40456fc9d6793f0838eb969c39e767d0,20260120,2026-01-20,"BUG #19384: Server crash at textout",4,3: 4-10 messages,false,no linked commit,,,,,2026-02-12
19385,1ca8f7ddff6269c17af97ddf1181d38d,20260121,2026-01-21,"BUG #19385: Normal SELECT generates an ineffecifient query plan compare to the prepared SELECT.",4,3: 4-10 messages,false,no linked commit,,,,,2026-02-12
19386,1ca8f7ddff6269c17af97ddf1181d38d,20260121,2026-01-21,"BUG #19386: Unnecessary Sort in query plan for SELECT literal with ORDER BY",4,3: 4-10 messages,false,no linked commit,,,,,2026-02-12
19387,1ef7ae70f80c4dbd6b2ebbdbbd1f6414,20260123,2026-01-23,"BUG #19387: About Response time delay.",3,2: 2-3 messages,false,no linked commit,,,,,2026-02-12
19388,16d2aa57aac417a8269c72de56066182,20260123,2026-01-23,"BUG #19388: Failing to connect to postgres with EACCES error",4,3: 4-10 messages,false,no linked commit,,,,,2026-02-12
19389,b6b3c3d23f4181308418df6c9586acba,20260125,2026-01-25,"BUG #19389: pg_dump output differs after setting schema comment to NULL",2,2: 2-3 messages,false,no linked commit,,,,,2026-02-12
19390,fd3faa1d18caa09fefad28bc942c83b4,20260128,2026-01-28,"BUG #19390: Defects in the test case partition_merge",1,1: no replies,false,no linked commit,,,,,2026-02-12
19391,e7b930254234a1495c712be97b9f6c23,20260130,2026-01-30,"BUG #19391: pg_ctl: the PID file ""/xxxx/postmaster.pid"" is empty",5,3: 4-10 messages,false,no linked commit,,,,,2026-02-12
19392,14511cf808b50aa2fa66499118e436fe,20260204,2026-02-04,"BUG #19392: PG_UPGRADE is non-functional on Windows",8,3: 4-10 messages,false,no linked commit,,,,,2026-02-12
19393,4f9baedeecd0775126d59a63af55598d,20260204,2026-02-04,"BUG #19393: pg_upgrade fails with duplicate key violation when CHECK constraint named *_not_null exists",17,4: 11+ messages,true,linked to a fix commit,both,2026-02-21,17,3: within a month,2026-02-12
19394,9b4d4e6e2d977a9bcd55ae1a68080d4c,20260205,2026-02-05,"BUG #19394: error in ecpg",2,2: 2-3 messages,false,no linked commit,,,,,2026-02-12
19395,40cfb916bdb4270361d3436cf67e1b93,20260206,2026-02-06,"BUG #19395: Postgres master: undeclared function 'typeof_unqual'",2,2: 2-3 messages,false,no linked commit,,,,,2026-02-12
19396,ab41c4d48ae45e8f72bc49b870b2e4cb,20260209,2026-02-09,"BUG #19396: Standby and DR site replication broken with PANIC: WAL contains references to invalid pages messge",4,3: 4-10 messages,false,no linked commit,,,,,2026-05-14
19398,2a6ce3d4e9b3ca1ba91a52ccb33de017,20260209,2026-02-09,"BUG #19398: Non-existent repositories are used",1,1: no replies,false,no linked commit,,,,,2026-05-14
19399,96c5718ede5f7ab777d2c879f0f45199,20260210,2026-02-10,"BUG #19399: Cached plans retain outdated parameter information",1,1: no replies,false,no linked commit,,,,,2026-05-14
19400,279f273bb39f0518a6eeae089c34563f,20260210,2026-02-10,"BUG #19400: Memory leak in checkpointer and startup processes on PostgreSQL 18",3,2: 2-3 messages,false,no linked commit,,,,,2026-05-14
19401,0dea66665951cee0c3ea5b40a91553e8,20260211,2026-02-11,"BUG #19401: Inconsistent predicate evaluation with derived table vs direct query involving NULL",2,2: 2-3 messages,false,no linked commit,,,,,2026-05-14
19402,d657fa8ff595f3c27aaf4825dd2ec847,20260212,2026-02-12,"BUG #19402: CREATE TABLE IF NOT EXISTS raises DuplicateTable error under concurrent partition creation",1,1: no replies,false,no linked commit,,,,,2026-05-14
19403,4d364328e398836b164a62bb78248ad8,20260212,2026-02-12,"BUG #19403: psql fails when trying to import a file that",2,2: 2-3 messages,false,no linked commit,,,,,2026-05-14
19404,bb0b7469f761b84ffa1a03538d3b8657,20260212,2026-02-12,"BUG #19404: manpages are missing in 18.x source.tar.gz",9,3: 4-10 messages,false,no linked commit,,,,,2026-05-14
19405,8d353a4c5a84c5049abfc94b13c17ae1,20260213,2026-02-13,"BUG #19405: Assertion in eval_windowaggregates() fails due to integer overflow",9,3: 4-10 messages,true,linked to a fix commit,both,2026-04-09,55,4: within 6 months,2026-05-14
19406,f6f753b50b23d758d9e73aec4b562fbc,20260213,2026-02-13,"BUG #19406: substring(text) fails on valid UTF-8 toasted value in PostgreSQL 15.16",15,4: 11+ messages,true,linked to a fix commit,both,2026-02-14,1,1: same/next day,2026-05-14
19407,c3130426e52590200f18dba561adaec1,20260213,2026-02-13,"BUG #19407: pg_dump : DROP RULE creates forward references",4,3: 4-10 messages,false,no linked commit,,,,,2026-05-14
19408,564ca03238e7b16c3420301c9494ccb2,20260213,2026-02-13,"BUG #19408: Bad plan for UNION ALL subquery with outer WHERE, ORDER BY, LIMIT, and separate indexes",2,2: 2-3 messages,false,no linked commit,,,,,2026-05-14
19409,2cf586bd4840867173fccb8e41b131e6,20260213,2026-02-13,"BUG #19409: Function jsonb_strip_nulls() changed from immutable to stable.",10,3: 4-10 messages,true,linked to a fix commit,both,2026-02-18,5,2: within a week,2026-05-14
19410,9920ced9e534dd1822538dc3f01bf8c8,20260215,2026-02-15,"BUG #19410: Cannot ser client_encoding",3,2: 2-3 messages,false,no linked commit,,,,,2026-05-14
19411,80cb9fe775cce47af15da72b6c7f3e36,20260216,2026-02-16,"BUG #19411: libpq 16.x exhibits a memory leak when connections are repeatedly created and destroyed",7,3: 4-10 messages,false,no linked commit,,,,,2026-05-14
