bug_number,reporter_person_key,reported_date_key,reported_dt,subject,thread_message_cnt,thread_size_window,is_acted_upon,outcome,linked_via,first_commit_dt,days_to_commit,days_to_commit_window,earliest_ship_release_dt
17793,86623ea0f624c1cac15ad4a3e79b751f,20230214,2023-02-14,"BUG #17793: Query with large number of joins crashes PostgreSQL",6,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17794,41062536b7a76c594d313ea014d29572,20230215,2023-02-15,"BUG #17794: dates with zero or negative years are not accepted",5,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17795,8d353a4c5a84c5049abfc94b13c17ae1,20230215,2023-02-15,"BUG #17795: Erroneous parsing of floating-poing components in DecodeISO8601Interval()",4,3: 4-10 messages,true,linked to a fix commit,both,2023-02-20,5,2: within a week,2023-05-11
17796,5d16f0bdf3de10628d0fbe0d75dfbe97,20230215,2023-02-15,"BUG #17796: pgcrypto undecryptable blowfish data previous stored with openssl 1.1.1 with builtin decrypter one",5,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17797,73fcc51e628e053c4d5bc8a86e23d7fe,20230216,2023-02-16,"BUG #17797: connection error",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17798,8d353a4c5a84c5049abfc94b13c17ae1,20230217,2023-02-17,"BUG #17798: Incorrect memory access occurs when using BEFORE ROW UPDATE trigger",37,4: 11+ messages,true,linked to a fix commit,both,2024-01-14,331,5: longer,2023-05-11
17800,8d353a4c5a84c5049abfc94b13c17ae1,20230218,2023-02-18,"BUG #17800: ON CONFLICT DO UPDATE fails to detect incompatible fields that leads to a server crash",34,4: 11+ messages,true,linked to a fix commit,both,2023-02-25,7,2: within a week,2023-05-11
17802,42f8e2ee55464817eaedab18c3385906,20230220,2023-02-20,"BUG #17802: PGLogical getting Terminated",1,1: no replies,false,no linked commit,,,,,2023-05-11
17803,8d353a4c5a84c5049abfc94b13c17ae1,20230221,2023-02-21,"BUG #17803: Rule ""ALSO INSERT ... SELECT ..."" fails to substitute default values",17,4: 11+ messages,true,linked to a fix commit,both,2023-02-23,2,2: within a week,2023-05-11
17804,8d353a4c5a84c5049abfc94b13c17ae1,20230222,2023-02-22,"BUG #17804: Assertion failed in pg_stat after fetching from pg_stat_database and swithing cache->snapshot",14,4: 11+ messages,true,linked to a fix commit,discussion_link,2023-05-10,77,4: within 6 months,2023-05-11
17805,314b1f98cdf35e958114d212d3e52a8b,20230222,2023-02-22,"BUG #17805: Unexpected results when bounds of FOR loop use non-integer numbers",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17806,22c75b88edbcbb193a867a0206d9ad9b,20230223,2023-02-23,"BUG #17806: PostgreSQL 13.10 returns ""CREATE DATABASE cannot be executed within a pipeline""",3,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17809,8d353a4c5a84c5049abfc94b13c17ae1,20230226,2023-02-26,"BUG #17809: MERGE ... UPDATE fails with BEFORE ROW UPDATE trigger when target row updated concurrently",7,3: 4-10 messages,true,linked to a fix commit,both,2023-03-13,15,3: within a month,2023-05-11
17810,66d793e3800b52a15181bc0b18393d77,20230227,2023-02-27,"BUG #17810: Update from 13.09 to 13.10 breaks SQLs with VACUUM",14,4: 11+ messages,false,no linked commit,,,,,2023-05-11
17811,8d353a4c5a84c5049abfc94b13c17ae1,20230227,2023-02-27,"BUG #17811: Replacing an underlying view breaks OLD/NEW tuple when accessing it via upper-level view",4,3: 4-10 messages,true,linked to a fix commit,both,2023-03-07,8,3: within a month,2023-05-11
17812,b878b5a03e531f94de7acdc4765a0f15,20230228,2023-02-28,"BUG #17812: LOCK TABLE IN ACCESS EXCLUSIVE MODE with a view returns an empty tuple set",13,4: 11+ messages,false,no linked commit,,,,,2023-05-11
17813,6a89d8074f427e398e95c3f383dd812a,20230228,2023-02-28,"BUG #17813: I have an error about the installation of PostgreSQL installer on every version. please help.",1,1: no replies,false,no linked commit,,,,,2023-05-11
17814,73fa5f3f4dd685f33213739064a58187,20230228,2023-02-28,"BUG #17814: Detail info on kerbos authentication",1,1: no replies,false,no linked commit,,,,,2023-05-11
17815,46fd412f40fd0c970c58fb3a3fcf536f,20230301,2023-03-01,"BUG #17815: Server crashes on executing gist_page_items() in pageinspect extension",6,3: 4-10 messages,true,linked to a fix commit,discussion_link,2023-03-02,1,1: same/next day,2023-05-11
17816,51e5caec97c977e635166c251ce279a6,20230301,2023-03-01,"BUG #17816: Invalid memory access in translate function",2,2: 2-3 messages,true,linked to a fix commit,both,2023-03-01,0,1: same/next day,2023-05-11
17817,e0e3eeeb12aa09fa7e3e0112608615ef,20230301,2023-03-01,"BUG #17817: DISABLE TRIGGER ALL on a partitioned table with foreign key fails",8,3: 4-10 messages,true,linked to a fix commit,both,2023-03-04,3,2: within a week,2023-05-11
17818,e6d095460535783fcd58d847d8a5c918,20230302,2023-03-02,"BUG #17818: CTE is not returning the right data.",3,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17819,420ae805325b94a0260401d393ea5769,20230302,2023-03-02,"BUG #17819: The assert failed #17334 has not been repaired",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17821,8d353a4c5a84c5049abfc94b13c17ae1,20230302,2023-03-02,"BUG #17821: Assertion failed in heap_update() due to heap pruning",13,4: 11+ messages,true,linked to a fix commit,both,2025-01-25,695,5: longer,2023-05-11
17822,95c3f3a7669eaa19bc644a9ea7c51347,20230305,2023-03-05,"BUG #17822: Some scripts are blocked by Device Guard",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17823,2435cb1068d149f9e913ec3c01e5631a,20230306,2023-03-06,"BUG #17823: Generated columns not always updated correctly",3,2: 2-3 messages,true,linked to a fix commit,both,2023-03-06,0,1: same/next day,2023-05-11
17824,b0bb2a3990ddae0264844638405f4cf4,20230308,2023-03-08,"BUG #17824: PQTRANS_ACTIVE misleading",3,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17826,420ae805325b94a0260401d393ea5769,20230309,2023-03-09,"BUG #17826: An assert failed in /src/backend/optimizer/util/var.c",10,3: 4-10 messages,true,linked to a fix commit,both,2023-03-17,8,3: within a month,2023-05-11
17827,502e4161375a38cbcf86760619c35525,20230309,2023-03-09,"BUG #17827: Rule on insert into table doesn't work when excepting select from the table itself",4,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17828,8d353a4c5a84c5049abfc94b13c17ae1,20230309,2023-03-09,"BUG #17828: postgres_fdw leaks file descriptors on error and aborts aborted transaction in lack of fds",15,4: 11+ messages,true,linked to a fix commit,both,2023-11-23,259,5: longer,2023-05-11
17830,8d353a4c5a84c5049abfc94b13c17ae1,20230311,2023-03-11,"BUG #17830: Incorrect memory access in trgm_regexp",3,2: 2-3 messages,true,linked to a fix commit,both,2023-03-11,0,1: same/next day,2023-05-11
17831,8d9db6e616e61561fbe81d107892f62c,20230311,2023-03-11,"BUG #17831: server crash",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17832,99c80e7f65001e40abc9e125fe8d6ff2,20230311,2023-03-11,"BUG #17832: ERROR: failed to apply nullingrels to a non-Var in HEAD",2,2: 2-3 messages,true,linked to a fix commit,both,2023-03-12,1,1: same/next day,2023-05-11
17834,7413c5dc6e7ae3a42c8dff10dff85cd4,20230313,2023-03-13,"BUG #17834: Warning: apt-key is deprecated. Manage keyring files in trusted.gpg.d instead (see apt-key(8))",1,1: no replies,false,no linked commit,,,,,2023-05-11
17835,420ae805325b94a0260401d393ea5769,20230313,2023-03-13,"BUG #17835: Two assertions failed in nodeAgg.c and execExprInterp.c with the same SQL",3,2: 2-3 messages,true,linked to a fix commit,both,2023-03-13,0,1: same/next day,2023-05-11
17836,fbdc7815a3ebf430b893973a539fe9d0,20230313,2023-03-13,"BUG #17836: Why does pg_dump need to add * to dump the full partition table structure",1,1: no replies,false,no linked commit,,,,,2023-05-11
17837,c5fb83cf50ba179f74541bdd9a9ea1e9,20230313,2023-03-13,"BUG #17837: The potential risks associated with executing ""commit"" in a procedure.",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17838,f171aa3db747b8a61c545bfb765fc9c5,20230313,2023-03-13,"BUG #17838: Uninstall of PostgreSQL 13.9.3 fails on Windows 11",3,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17839,7f024866857f3d6511fb505e6ac174d8,20230314,2023-03-14,"BUG #17839: Heap-buffer overflow on float8_to_char with invalid template",5,3: 4-10 messages,true,linked to a fix commit,both,2023-03-14,0,1: same/next day,2023-05-11
17840,1586d9e93e46dd80519521697a0e680c,20230314,2023-03-14,"BUG #17840: Failing to execute auto_explain for logging leads to transaction rollback.",6,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17841,c220f0bff85324fde8adf4b4483ccd46,20230314,2023-03-14,"BUG #17841: COPY Command Invalid QUOTES",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17842,b89f5b2bf7e32644503df93e31a4f826,20230314,2023-03-14,"BUG #17842: Adding a qual to a working query gets bogus syntax error",7,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17843,8d353a4c5a84c5049abfc94b13c17ae1,20230314,2023-03-14,"BUG #17843: Writing uninitialised data in logtape/buffile",1,1: no replies,false,no linked commit,,,,,2023-05-11
17844,99539b4f55cc85d34dbcca1b6b27877e,20230315,2023-03-15,"BUG #17844: Memory consumption for memoize node",7,3: 4-10 messages,true,linked to a fix commit,discussion_link,2023-03-20,5,2: within a week,2023-05-11
17845,892a2d7dde43b83d5824161c4c17dd7a,20230316,2023-03-16,"BUG #17845: insert into on conflict bug .",9,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17846,638ba03c5556d34fcc8c45a0639e3d23,20230316,2023-03-16,"BUG #17846: pg_dump doesn't properly dump with paused WAL replay",4,3: 4-10 messages,true,linked to a fix commit,both,2026-08-26,1259,5: longer,2023-05-11
17847,8d353a4c5a84c5049abfc94b13c17ae1,20230316,2023-03-16,"BUG #17847: Unaligned memory access in ltree_gist",20,4: 11+ messages,true,linked to a fix commit,discussion_link,2023-04-23,38,4: within 6 months,2023-05-11
17848,4146a9d9ad4185251450244263ef18be,20230316,2023-03-16,"BUG #17848: Deadlock when running ANALYZE on a table while REINDEX INDEX CONCURRENTLY is running",1,1: no replies,false,no linked commit,,,,,2023-05-11
17849,f80cd3a55365e3beac473285ed5b074b,20230316,2023-03-16,"BUG #17849: python3-etcd Missing from the postgres common repo for RHEL8",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17850,23615f9dc07d0ffc9dabd5f1e8465f4c,20230316,2023-03-16,"BUG #17850: could not load library ""$libdir/postgis-2.4"" could not load library ""$libdir/rtpostgis-2.4"":",1,1: no replies,false,no linked commit,,,,,2023-05-11
17851,55223bc0ef2f77c911564d6464ea7dda,20230317,2023-03-17,"BUG #17851: RHEL 8 GIS packages missing from common",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17852,be895362dcd21d687a1905cc00fb6d26,20230317,2023-03-17,"BUG #17852: gdal34: RPM build broken for RHEL8 and RHEL9 since 2023.01.08",1,1: no replies,false,no linked commit,,,,,2023-05-11
17853,e8697146d76529a8de56ac0c9945fa8d,20230318,2023-03-18,"BUG #17853: COLLATE does not work with numeric column references in ORDER BY",6,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17854,ca8b868e5211ba8063eedf438df2f4a2,20230320,2023-03-20,"BUG #17854: nothing provides proj90 >= 9.0.1 needed by postgis33_14-3.3.2-1.rhel8.x86_64",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17855,8d353a4c5a84c5049abfc94b13c17ae1,20230320,2023-03-20,"BUG #17855: Uninitialised memory used when the name type value processed in binary mode of Memoize",19,4: 11+ messages,true,linked to a fix commit,both,2024-05-01,408,5: longer,2023-05-11
17856,ea6e250d494a23fe9dce3dc4909c34c0,20230321,2023-03-21,"BUG #17856: Missing geos310-3.10.3 library",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17857,585458530d25241068576ce9307aa68c,20230321,2023-03-21,"BUG #17857: Uninstaller does not work",4,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17858,8d353a4c5a84c5049abfc94b13c17ae1,20230321,2023-03-21,"BUG #17858: ExecEvalArrayExpr() leaves uninitialised memory for multidim array with nulls",8,3: 4-10 messages,true,linked to a fix commit,both,2023-03-26,5,2: within a week,2023-05-11
17859,314b1f98cdf35e958114d212d3e52a8b,20230321,2023-03-21,"BUG #17859: Suspected collation conflict when using recursive query",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17860,314b1f98cdf35e958114d212d3e52a8b,20230322,2023-03-22,"BUG #17860: Possible Bugs in PL/pgSQL Functions' Return Values",3,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17861,6b83203d5c352695ec985d4fa139f232,20230322,2023-03-22,"BUG #17861: Disappearance of packages in repo for rhel-8",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17862,2f2ffe820e236e88bcbf4ae9f826cefc,20230322,2023-03-22,"BUG #17862: Overall query cost ignores window function",5,3: 4-10 messages,true,linked to a fix commit,both,2023-08-03,134,4: within 6 months,2023-05-11
17863,0fd14537a4ef04e683ff9e4b29658bd9,20230322,2023-03-22,"BUG #17863: Unable to restore dump 12.12 -> 15.2",12,4: 11+ messages,false,no linked commit,,,,,2023-05-11
17864,bafeb64d6070891e721072fd95ff0ab0,20230323,2023-03-23,"BUG #17864: pg_notify is publishing message twice",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17865,28a200e3d3c8862c0546bd17b6bf5764,20230323,2023-03-23,"BUG #17865: Logical decoding : JDBC - Out of memory exception (WAL2JSON Format -1) gives a wrong associated LSN",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17866,fa6e324d8fc80d7e7c8c364376329eb7,20230323,2023-03-23,"BUG #17866: behavior does not match documentation",7,3: 4-10 messages,true,linked to a fix commit,both,2023-04-10,18,3: within a month,2023-05-11
17867,724b005f9261d36d3db265b036397dc7,20230324,2023-03-24,"BUG #17867: pg_dump intermittently hangs",3,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17868,3cf8c8bd7697353ca48e4faa3d20caab,20230324,2023-03-24,"BUG #17868: Inconsistent collation in PL/pgSQL function parameters can lead to errors",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17869,314b1f98cdf35e958114d212d3e52a8b,20230326,2023-03-26,"BUG #17869: Inconsistency between PL/pgSQL Function Parameter Handling and SQL Query Results",3,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17870,5bd73b780ffdfc39395663a82e653c99,20230327,2023-03-27,"BUG #17870: Analyze on remote postgresql_fdw table never finish",3,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17871,5bd73b780ffdfc39395663a82e653c99,20230327,2023-03-27,"BUG #17871: JIT during postgresql_fdw remote_estimates EXPLAIN have very negatively effect on planning time",18,4: 11+ messages,false,no linked commit,,,,,2023-05-11
17872,8d353a4c5a84c5049abfc94b13c17ae1,20230327,2023-03-27,"BUG #17872: Dropping an attribute of a composite type breaks indexes over the type silently",9,3: 4-10 messages,true,linked to a fix commit,both,2023-03-27,0,1: same/next day,2023-05-11
17873,1fcc08b24a039578f161572d98015559,20230327,2023-03-27,"BUG #17873: Empty JSONB array is ordered before all other JSONB values",1,1: no replies,false,no linked commit,,,,,2023-05-11
17874,46fd412f40fd0c970c58fb3a3fcf536f,20230328,2023-03-28,"BUG #17874: Incorrect memory access at gistBuildCallback",5,3: 4-10 messages,true,linked to a fix commit,both,2023-03-29,1,1: same/next day,2023-05-11
17875,8bc59018e8ef48452b3fa6b79bdc1f23,20230328,2023-03-28,"BUG #17875: Postgres common repo is missing gdal32-libs-3.2.3-6.rhel8.x86_64/proj80-8.0.1-1.rhel8.x86_64",1,1: no replies,false,no linked commit,,,,,2023-05-11
17876,4f64d6d81307557aac05373562e562bb,20230329,2023-03-29,"BUG #17876: Function width_bucket() for float8 input returns value out of range",9,3: 4-10 messages,true,linked to a fix commit,discussion_link,2023-03-30,1,1: same/next day,2023-05-11
17877,8d353a4c5a84c5049abfc94b13c17ae1,20230329,2023-03-29,"BUG #17877: Referencing a system column in a foreign key leads to incorrect memory access",4,3: 4-10 messages,true,linked to a fix commit,both,2023-03-31,2,2: within a week,2023-05-11
17878,4ca7cadfeec4fa5ed088714bb47c970e,20230329,2023-03-29,"BUG #17878: Stack Builder checksum failed",1,1: no replies,false,no linked commit,,,,,2023-05-11
17879,8fb2b55d908e3af493d8012e6fec8e12,20230330,2023-03-30,"BUG #17879: ERROR: unrecognized node type: 2139062143",3,2: 2-3 messages,true,linked to a fix commit,both,2023-03-30,0,1: same/next day,2023-05-11
17880,8d353a4c5a84c5049abfc94b13c17ae1,20230331,2023-03-31,"BUG #17880: Uninitialised value used when analyzing a table with an inheritance tree containing no children",2,2: 2-3 messages,true,linked to a fix commit,both,2023-03-31,0,1: same/next day,2023-05-11
17881,7173c60c97e78ed3a5e4e7a6d9411a20,20230331,2023-03-31,"BUG #17881: Dependency error in Barman 3.5",4,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17882,148f52675a87cc12cf35a30308d7526d,20230402,2023-04-02,"BUG #17882: I can't disable triggers on a table that has been partitioned",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17883,3d3b565ab63cce3aca61588c89621ee9,20230404,2023-04-04,"BUG #17883: Segmentation fault when create brin index on user-defined type.",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17884,8d353a4c5a84c5049abfc94b13c17ae1,20230404,2023-04-04,"BUG #17884: gist_page_items() crashes for a non-leaf page of an index with non-key columns",11,4: 11+ messages,true,linked to a fix commit,discussion_link,2023-05-19,45,4: within 6 months,2023-05-11
17885,ff7163eb9a902d9952f5a489c8e29751,20230404,2023-04-04,"BUG #17885: slow planning constraint_exclusion",5,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17886,3f8d2f70e2cd4cffa2d762d1f37fe451,20230404,2023-04-04,"BUG #17886: Error disabling user triggers on a partitioned table",5,3: 4-10 messages,true,linked to a fix commit,both,2023-04-05,1,1: same/next day,2023-05-11
17887,487d330932576f456e9340a078f0c820,20230405,2023-04-05,"BUG #17887: EDB Community Installer for windows, locale selection not working properly",1,1: no replies,false,no linked commit,,,,,2023-05-11
17888,8d353a4c5a84c5049abfc94b13c17ae1,20230406,2023-04-06,"BUG #17888: Incorrect memory access in gist__int_ops for an input array with many elements",6,3: 4-10 messages,true,linked to a fix commit,discussion_link,2023-06-15,70,4: within 6 months,2023-05-11
17889,030ad918d35b85afccd5fe6a940e9ad8,20230406,2023-04-06,"BUG #17889: Invalid cursor direction for a foreign scan that reached the fetch_size (MOVE BACKWARD ALL IN cX)",12,4: 11+ messages,true,linked to a fix commit,both,2024-07-19,470,5: longer,2023-05-11
17891,b878b5a03e531f94de7acdc4765a0f15,20230412,2023-04-12,"BUG #17891: MAIF - Strange behavior on Grants with Groups",1,1: no replies,false,no linked commit,,,,,2023-05-11
17892,4628b024d2662bbf806d54dc92500b82,20230412,2023-04-12,"BUG #17892: Bug primary key",5,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17893,8d353a4c5a84c5049abfc94b13c17ae1,20230412,2023-04-12,"BUG #17893: Assert failed in heap_update()/_delete() when FK modiified by RI trigger in non-read-committed xact",6,3: 4-10 messages,true,linked to a fix commit,both,2023-11-28,230,5: longer,2023-05-11
17895,e9d0f6802d935df9b52ec4c5f0b0ad9c,20230413,2023-04-13,"BUG #17895: Bug concerning UTF-8",3,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17896,02eefcc91ecb52673fbbab2add304df3,20230414,2023-04-14,"BUG #17896: xmlagg exponentially slower than string_agg equivalent",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17897,8d353a4c5a84c5049abfc94b13c17ae1,20230414,2023-04-14,"BUG #17897: Crash on assignment to array of constraint-less domain over composite type",3,2: 2-3 messages,true,linked to a fix commit,both,2023-04-15,1,1: same/next day,2023-05-11
17898,70ec22d2d95a947e5ea74ff4be4c251a,20230415,2023-04-15,"BUG #17898: Build failure when strip is LLVM's version",2,2: 2-3 messages,true,linked to a fix commit,discussion_link,2023-04-20,5,2: within a week,2023-05-11
17900,68254d48e221301742f20964882e8d39,20230416,2023-04-16,"BUG #17900: llvm-jit uses deprecated symbols in LLVM 16",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17901,eb6fd4b27a14b0d874cedb92f5ccc263,20230417,2023-04-17,"BUG #17901: Unexpected 'permission denied' error depending on which template used to create database",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17902,aeb24fa95fc73579b1322fd709356c3c,20230417,2023-04-17,"BUG #17902: export/import tenant not possible due to PG internal id on jsonB fields.",5,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17903,8315ae2325b916e36495bc9334be8cf6,20230419,2023-04-19,"BUG #17903: There is a bug in the KeepLogSeg()",13,4: 11+ messages,true,linked to a fix commit,discussion_link,2023-04-27,8,3: within a month,2023-05-11
17904,38973e255239badb02ccd357ee3e036b,20230419,2023-04-19,"BUG #17904: Inconsistent value of max_worker_processes parameter in the config file and running cluster",1,1: no replies,false,no linked commit,,,,,2023-05-11
17905,87edd91b5b33c45e9aa2cd7e663f655f,20230421,2023-04-21,"BUG #17905: phpPgAdmin 7.13.0 is not updated to support PHP 8.1.16",1,1: no replies,false,no linked commit,,,,,2023-05-11
17906,a6ba72d1535df37fbc6dd5f5e2a239dc,20230421,2023-04-21,"BUG #17906: Segmentation fault and database crash during procedure call",5,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17907,a4155091880c71030d79274cc2fbaeb5,20230424,2023-04-24,"BUG #17907: PostgresSQL 15.x contains OpenSSL DLLs (vulnerable to CVE-2023-0464, CVE-2023-0465 & CVE-2023-0466)",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17908,8d353a4c5a84c5049abfc94b13c17ae1,20230425,2023-04-25,"BUG #17908: plpython_to_hstore() crashes with a non-dict argument",3,2: 2-3 messages,true,linked to a fix commit,both,2023-04-27,2,2: within a week,2023-05-11
17909,a2cfa5b89c4254c437c5a74682a5f2da,20230427,2023-04-27,"BUG #17909: CREATE SCHEMA AUTHORIZATION sch CREATE TABLE foo ( id INT ) will coredump",14,4: 11+ messages,true,linked to a fix commit,discussion_link,2023-04-28,1,1: same/next day,2023-05-11
17910,2bb4ff794fec5a75021d628a8b3a6f4c,20230427,2023-04-27,"BUG #17910: gcc-introduced load may cause concurrency bug",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17911,45b3dff3308d62d94ff6a81f683a7a88,20230427,2023-04-27,"BUG #17911: Database or JDBC Driver Provides Incorrect Type",5,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17912,8d353a4c5a84c5049abfc94b13c17ae1,20230428,2023-04-28,"BUG #17912: Invalid memory access when converting plpython' array containing empty array",12,4: 11+ messages,true,linked to a fix commit,both,2023-04-28,0,1: same/next day,2023-05-11
17913,5bd73b780ffdfc39395663a82e653c99,20230430,2023-04-30,"BUG #17913: alter column set (n_distinct=...) on partition head doesn't work for declarative partitioned tables",3,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17914,0671476c835dae07d3005ca92babaf6c,20230501,2023-05-01,"BUG #17914: walsenders taking up all memory",5,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17915,d472d530ddf7646ed2e9f83d28f5eb37,20230502,2023-05-02,"BUG #17915: sha256sum check failure on postgress 14 rhel-7-x86_64 repository",1,1: no replies,false,no linked commit,,,,,2023-05-11
17916,40cfb916bdb4270361d3436cf67e1b93,20230503,2023-05-03,"BUG #17916: Expression IN list translates to unqualified operator",4,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17917,66f2569cdac31446f18a3b1764462a11,20230503,2023-05-03,"BUG #17917: to_tsquery syntax error",3,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17918,b325e240196ff17999481b760e35d8f2,20230503,2023-05-03,"BUG #17918: Checksum failed while sync repos for a package",3,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17919,b1f162baefc7667420f37c335ea92b20,20230503,2023-05-03,"BUG #17919: ""client hello"" message / SNI / Openshift Routes",7,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17920,8d353a4c5a84c5049abfc94b13c17ae1,20230504,2023-05-04,"BUG #17920: Incorrect memory access in array_position(s) is detected (or not)",3,2: 2-3 messages,true,linked to a fix commit,both,2023-05-04,0,1: same/next day,2023-05-11
17921,133cbb57f66b5d4e934ad532da089d12,20230505,2023-05-05,"BUG #17921: Packages missing on reposync",3,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17922,645fb775aee9a66b00db4c0f0e68e227,20230506,2023-05-06,"BUG #17922: ANY vs IN execution plan difference for a single explicit input value",2,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17923,b89f5b2bf7e32644503df93e31a4f826,20230507,2023-05-07,"BUG #17923: Excessive warnings of collation version mismatch in logs",6,3: 4-10 messages,false,no linked commit,,,,,2023-05-11
17924,b89f5b2bf7e32644503df93e31a4f826,20230507,2023-05-07,"BUG #17924: Inverted behavior of ""Date"" and ""Reverse Date"" when searching a mailbox archive",3,2: 2-3 messages,false,no linked commit,,,,,2023-05-11
17925,62ffe07669c2dcd5d0ab7ffe860e1828,20230508,2023-05-08,"BUG #17925: Incorrect select query result",4,3: 4-10 messages,false,no linked commit,,,,,2023-08-10
17926,a478cf11bf3ac999de0825e734190e7e,20230508,2023-05-08,"BUG #17926: Segfault in SELECT",4,3: 4-10 messages,false,no linked commit,,,,,2023-08-10
17927,40cfb916bdb4270361d3436cf67e1b93,20230510,2023-05-10,"BUG #17927: Postgres does not compile with LLVM-16",2,2: 2-3 messages,false,no linked commit,,,,,2023-08-10
17928,8d353a4c5a84c5049abfc94b13c17ae1,20230511,2023-05-11,"BUG #17928: Standby fails to decode WAL on termination of primary",86,4: 11+ messages,true,linked to a fix commit,discussion_link,2023-09-22,134,4: within 6 months,2023-08-10
17929,e6897b12956637236c8bcb4eb760bbd1,20230512,2023-05-12,"BUG #17929: LLVMBuildGEP: symbol not found",3,2: 2-3 messages,false,no linked commit,,,,,2023-08-10
17930,11d30c0d7fa2015f8ffe6f13f3fd6778,20230512,2023-05-12,"BUG #17930: Regression in DISABLE TRIGGER ALL",3,2: 2-3 messages,false,no linked commit,,,,,2023-08-10
17931,543d58129d740c4fe9435f76428561f4,20230515,2023-05-15,"BUG #17931: Faild to stop PostgresSQL Service",2,2: 2-3 messages,false,no linked commit,,,,,2023-08-10
17932,e1d5a739cb8d670a5a84d310ab7ebad8,20230515,2023-05-15,"BUG #17932: Cannot select big bytea values(>500MB)",3,2: 2-3 messages,false,no linked commit,,,,,2023-08-10
17933,89385a25aa263c741b82a26455bc57a1,20230515,2023-05-15,"BUG #17933: pgAgent - password doesn't work",1,1: no replies,false,no linked commit,,,,,2023-08-10
17934,b84edadad39ef71ccfed8a9033ef6592,20230516,2023-05-16,"BUG #17934: Cannot run pgAdmin after upgrading from 15.2 to 15.3",3,2: 2-3 messages,false,no linked commit,,,,,2023-08-10
17935,8d353a4c5a84c5049abfc94b13c17ae1,20230516,2023-05-16,"BUG #17935: Incorrect memory access in fuzzystrmatch/difference()",2,2: 2-3 messages,true,linked to a fix commit,both,2023-05-16,0,1: same/next day,2023-08-10
17936,f4dbc732a1ff0a2e79267fa5f099bc25,20230516,2023-05-16,"BUG #17936: Memory Leak when OPERATOR FAMILY use LANGUAGE SQL function",2,2: 2-3 messages,false,no linked commit,,,,,2023-08-10
17937,7f619f00691703194f874767c0203600,20230517,2023-05-17,"BUG #17937: Corrupt Indexes after reusing DRBD Device on new VM",2,2: 2-3 messages,false,no linked commit,,,,,2023-08-10
