bug_number,reported_dt,subject,thread_message_cnt,is_acted_upon,linked_via,first_commit_dt,days_to_commit
18968,2025-06-24,"BUG #18968: GiST Index Cost Estimation",2,false,,,
18969,2025-06-25,"BUG #18969: security tests failures",2,false,,,
18970,2025-06-28,"BUG #18970: Atempt to alter type of table column used in row type with check leads to assertion failure",11,true,both,2025-06-29,1
18971,2025-06-28,"BUG #18971: Server passes an invalid (indirect) path in PGDATA to the external program",6,false,,,
18973,2025-06-30,"BUG #18973: The default enable_material=ON affects the cost estimation of optimizer, resulting in 10968x slow",2,false,,,
18974,2025-07-01,"BUG #18974: Postgresql repeatable crash after pg_upgrade from 15 to 17.5 version in postgresql_fdw queries",6,true,both,2025-07-02,1
18975,2025-07-01,"BUG #18975: PostgreSQL server doesn't process SQL request correctly over Windows replica of Linux server",2,false,,,
18976,2025-07-03,"BUG #18976: -0.0 with float8 will be transformed to 0 in prepare statement but not in normal execution",5,false,,,
18977,2025-07-03,"BUG #18977: Unexpected result of function to_char",4,false,,,
18978,2025-07-03,"BUG #18978: Index does not work in aggregate function filter",2,false,,,
18979,2025-07-06,"BUG #18979: pg_upgrade to PG17 fails if max_slot_wal_keep_size is not set to -1",6,true,discussion_link,2025-07-11,5
18980,2025-07-07,"BUG #18980: Unable to perform make due to inability to resolve a variety of Undefined symbols arm64",2,false,,,
18981,2025-07-08,"BUG #18981: Fault tolerance and improvement for xmltotext_with_options (xml.c)",2,true,both,2025-07-08,0
18983,2025-07-09,"BUG #18983: Problems with Postgres ""make check"" under ASAN",4,false,,,
18984,2025-07-14,"BUG #18984: Empty prepared statement from psql \parse triggers assert in PortalRunMulti",21,true,both,2025-07-17,3
18985,2025-07-15,"BUG #18985: fast shutdown does not close connections from qlik data gateway data movement aka. replicate",13,false,,,
18986,2025-07-15,"BUG #18986: SIGSEGV in nodeModifyTable.c during Parallel Execution",12,true,both,2025-07-18,3
18987,2025-07-16,"BUG #18987: psqlodbc_setup.exe installs as Unknown Publisher",2,false,,,
18988,2025-07-16,"BUG #18988: DROP SUBSCRIPTION locks not-yet-accessed database",37,true,discussion_link,2025-08-19,34
18989,2025-07-17,"BUG #18989: Output of \sf does not match original source for E quoted strings (unlike \df+ used to)",2,false,,,
18990,2025-07-17,"BUG #18990: The results of equivalent queries are inconsistent (one returns 0, another returns -0)",3,false,,,
18991,2025-07-19,"BUG #18991: NUMA test fails on machine with two NUMA nodes when building 18beta2",2,false,,,
18992,2025-07-20,"BUG #18992: Autovacuum triggering assert - LWLockAnyHeldByMe",5,false,,,
18993,2025-07-21,"BUG #18993: [BUG] Unreachable code in pg_next_dst_boundary()",3,false,,,
18995,2025-07-23,"BUG #18995: Building with GCC 14 fails: incompatible pointer struct pam_message",8,true,both,2025-07-23,0
18996,2025-07-24,"BUG #18996: Assertion fails in waiteventset.c when dropping database in single mode in PG18",3,true,discussion_link,2025-07-25,1
18997,2025-07-24,"BUG #18997: Two equivalent queries return different results",3,false,,,
18998,2025-07-24,"BUG #18998: No materialized views in INFORMATION_SCHEMA.TABLE_PRIVILEGES",2,false,,,
18999,2025-07-25,"BUG #18999: Equivalent queries processing WHERE IS NULL & WHERE IS NOT NULL produce mutually exclusive results",5,false,,,
19000,2025-07-27,"BUG #19000: gist index returns inconsistent result with gist_inet_ops",12,false,,,
19001,2025-07-29,"BUG #19001: PostgreSQL 17: CREATE MATERIALIZED VIEW fails with STABLE function using JSONB LATERAL joins",3,false,,,
19002,2025-07-29,"BUG #19002: `pg_isready` unexpectedly succeeds on incorrect `--dbname` and/or `--username`",4,false,,,
19003,2025-07-30,"BUG #19003: A SELECT that does not return a valid table",6,false,,,
19004,2025-07-31,"BUG #19004: Incorrect lowercasing of word-final Greek capital Sigma (Σ)",2,false,,,
19006,2025-08-03,"BUG #19006: Assert(BufferIsPinned) in BufferGetBlockNumber() is triggered for forwarded buffer",29,true,discussion_link,2025-08-09,6
19007,2025-08-03,"BUG #19007: Planner fails to choose partial index with spurious 'not null'",10,true,both,2025-08-30,27
19008,2025-08-04,"BUG #19008: Problems downloading metadata for dnf - probably missing private key (GPG signature)",2,false,,,
19009,2025-08-04,"BUG #19009: Empty repomd.xml.asc file on pgdg16 mirror causes metadata retrieval failure",2,false,,,
19010,2025-08-04,"BUG #19010: Empty repomd.xml.asc file",2,false,,,
19011,2025-08-04,"BUG #19011: repomd.xml.asc on postgresql 16 empty",3,false,,,
19012,2025-08-04,"BUG #19012: GPG signature file for RHEL 9 is 0 bytes",2,false,,,
19013,2025-08-05,"BUG #19013: When creating a table with the ""...LIKE...INCLUDING ALL"" construct, REPLICA IDENTITY output is wrong",9,false,,,
19014,2025-08-07,"BUG #19014: Automatic aggressive VACUUM on template0 and template1 pg_shdepend runs every minute",4,false,,,
19015,2025-08-07,"BUG #19015: insert-returning failure: stable function in select policy doesn't see before-insert trigger change",1,false,,,
19016,2025-08-08,"BUG #19016: Re: BUG #18908: DEREF_OF_NULL: After having been assigned to a NULL value at descriptor.c:203",1,false,,,
19017,2025-08-11,"BUG #19017: pg_upgrade from 17.5 to 18.0beta2 fails with a complaint about max_slot_wal_keep_size",2,false,,,
19018,2025-08-11,"BUG #19018: high memory usage and ""stack depth limit exceeded"", with GiST index on ltree",6,false,,,
19019,2025-08-13,"BUG #19019: Feature Request: allow the use of column reference in DEFAULT expression",3,false,,,
19020,2025-08-16,"BUG #19020: BufFileDumpBuffer writes uninitialized data on executing hash join",2,false,,,
19021,2025-08-17,"BUG #19021: Memory leak of SMgrRelation object during standby redo",1,false,,,
19022,2025-08-17,"BUG #19022: Trying to set up pem server not accepting any passwords",2,false,,,
19023,2025-08-18,"BUG #19023: Table DDL default column expression depending on temp objects",2,false,,,
19024,2025-08-19,"BUG #19024: Error when trying to use pg_dump of new server on old server",4,false,,,
19025,2025-08-19,"BUG #19025: PostgreSQL log is not rotated",4,false,,,
19026,2025-08-20,"BUG #19026: ResourceOwnerForget can't find owner for invalid plancache",9,true,both,2025-08-20,0
19028,2025-08-21,"BUG #19028: INITDB fails post-bootstrap initialization with FATAL "" "" is not a valid binary digit at character 1",3,false,,,
19029,2025-08-23,"BUG #19029: Replication Slot size keeps increasing while logical subscription works fine",29,false,,,
19030,2025-08-23,"BUG #19030: Hash join leads to extremely high memory usage",2,false,,,
19031,2025-08-25,"BUG #19031: pg_trgm infinite loop on certain cases",8,true,both,2025-08-26,1
19032,2025-08-26,"BUG #19032: In restore_command %f parameter does not support WAL partial files.",3,false,,,
19033,2025-08-27,"BUG #19033: Inconsistency between prepared statement and normal statement when cast bit to integer",3,false,,,
19034,2025-08-28,"BUG #19034: Recursive function with sql_body can replace an existing function but can not be created on it's own",13,false,,,
19036,2025-08-29,"BUG #19036: Failed prepared INSERT statement make another SELECT query generate wrong result",6,false,,,
19037,2025-08-30,"BUG #19037: Planner fails on estimating array length with ""no relation entry"" error",11,true,both,2025-09-03,4
19039,2025-09-02,"BUG #19039: UNREACHABLE_CODE: Remove unreachable code in network_send - replace with assertion",2,false,,,
19040,2025-09-02,"BUG #19040: Memory leak in hashed subplan node due to missing hashtempcxt reset",20,true,both,2025-09-10,8
19041,2025-09-03,"BUG #19041: Logical replication locks wal processing",5,false,,,
19042,2025-09-03,"BUG #19042: Option --help not recognized at the end of command line in pg_restore",20,false,,,
19043,2025-09-05,"BUG #19043: jdbc connection url is not case insensitive",5,false,,,
19045,2025-09-09,"BUG #19045: Applying custom collation rules appears to erase existing rules",3,false,,,
19046,2025-09-10,"BUG #19046: Incorrect result when using json_array() with column reference in subquery combined with RIGHT JOIN",11,true,both,2025-09-16,6
19047,2025-09-11,"BUG #19047: pg_last_wal_replay_lsn() returns non-NULL after pg_promote()",2,false,,,
19048,2025-09-11,"BUG #19048: PostgreSQL Windows Turkish Search Problem",1,false,,,
19049,2025-09-11,"BUG #19049: Assert failure when using skip arrays on an index key with DESC order",7,true,discussion_link,2025-09-12,1
19050,2025-09-11,"BUG #19050: psql: could not find digest for NID UNDEF",3,false,,,
19051,2025-09-14,"BUG #19051: Is it possible to move a TOAST table to a different tablespace than its parent table?",2,false,,,
19052,2025-09-15,"BUG #19052: failing to install on Windows if user path contains Chineese/Korean characters",2,false,,,
19053,2025-09-15,"BUG #19053: Inconsistent arithmetic regarding TIMESTAMPTZ and INTERVAL",4,false,,,
19054,2025-09-15,"BUG #19054: Memory exhaustion vulnerability in PostgreSQL array operations leads to server crash",2,false,,,
19055,2025-09-17,"BUG #19055: Server crash at ExecInterpExpr",3,true,both,2025-09-17,0
19056,2025-09-17,"BUG #19056: ExecInitPartitionExecPruning segfault due to NULL es_part_prune_infos",21,true,both,2025-09-19,2
19057,2025-09-18,"BUG #19057: Installing postgresql-15 from the repostory installs a mix of postgresql 15 and 17",1,false,,,
19058,2025-09-19,"BUG #19058: Empty repomd.xml.asc file",2,false,,,
19059,2025-09-20,"BUG #19059: PostgreSQL fails to evaluate the cheaper expression first, leading to 45X performance degradation",6,false,,,
19061,2025-09-23,"BUG #19061: I downloaded version 17 of postgreSQL and it was lagging very much",2,false,,,
19062,2025-09-24,"BUG #19062: PostgreSQL 12.22 does not compile because of conflicting types for CollationCreate",7,false,,,
19063,2025-09-24,"BUG #19063: Heavily nesting trivial ROW projections produces out of memory error",3,false,,,
19064,2025-09-26,"BUG #19064: Trigger allows creation with invalid column references but fails at runtime",4,false,,,
19065,2025-09-26,"BUG #19065: postgresql-18.0/src/bin/pg_combinebackup/reconstruct.c:230: Array sanity check in wrong place ?",1,false,,,
19066,2025-09-26,"BUG #19066: postgresql-18.0/src/backend/optimizer/geqo/geqo_ox2.c:86: Array index check in wrong place ?",2,false,,,
19067,2025-09-26,"BUG #19067: On master at commit 66cdef4425f3, ""psql -c 'select 1' dbname"" causes the backend to seg fault",4,false,,,
19068,2025-10-02,"BUG #19068: postgresql-server-dev-17 from apt.postgresql.org installs libpq-int.h for 18 version",1,false,,,
19069,2025-10-02,"BUG #19069: pg_advisory_xact_lock() in a WITH query doesn't work",3,false,,,
19070,2025-10-02,"BUG #19070: issue with DETACH PARTITION CONCURRENTLY on a hash partition table",8,true,discussion_link,2025-10-11,9
19071,2025-10-03,"BUG #19071: commit b448f1c8d broke LEFT JOIN pushdown",2,false,,,
19072,2025-10-04,"BUG #19072: New-style SQL language function referencing a temp table behaves oddly",3,false,,,
19073,2025-10-05,"BUG #19073: there are meaningless code in _SPI_execute_plan() when canSetTag is true",4,false,,,
19074,2025-10-05,"BUG #19074: pg_dump from v18 loses the NOT NULL flag in the inherited table field when dumping v17-databases",12,true,both,2025-10-18,13
19075,2025-10-06,"BUG #19075: pg_upgradecluster does not copy conf.d/* during cluster upgrade",2,false,,,
19076,2025-10-07,"BUG #19076: Generic query plan is extremely slow",6,false,,,
19078,2025-10-09,"BUG #19078: Segfaults in tts_minimal_store_tuple() following pg_upgrade",24,true,both,2025-10-16,7
19079,2025-10-09,"BUG #19079: can't dowmload documentation download aborted",2,false,,,
19080,2025-10-09,"BUG #19080: CancelRequest message documentation bug",6,false,,,
19081,2025-10-09,"BUG #19081: Inconsistent target rows seen by the UPDATE and INSERT statements within the same transaction",3,false,,,
19082,2025-10-10,"BUG #19082: Failing assert in index scan",8,true,both,2025-10-10,0
19083,2025-10-13,"BUG #19083: Foreign inner join is the case for char() keys but not for varchar()",1,false,,,
19084,2025-10-13,"BUG #19084: dump/restore table doesn't work with GENARETED column and custom type and cast in function",3,false,,,
19085,2025-10-14,"BUG #19085: Using EXECUTE to run a multi-statement SQL string causes an assertion failure",2,false,,,
19086,2025-10-14,"BUG #19086: pg_dump --data-only selects and do not uses index definitions for the dumped tables.",20,false,,,
19089,2025-10-15,"BUG #19089: Mounting Issue",3,false,,,
19092,2025-10-21,"BUG #19092: scram_free() will free on address which was not malloc()-ed in pg_scram_mech",5,false,,,
19093,2025-10-23,"BUG #19093: Behavioral change in walreceiver termination between PostgreSQL 14.17 and 14.18",21,true,discussion_link,2025-10-31,8
19094,2025-10-24,"BUG #19094: select statement on postgres 17 vs postgres 18 is returning different/duplicate results",25,true,both,2025-10-30,6
19095,2025-10-27,"BUG #19095: Test if function exit() is used fail when linked static",37,true,discussion_link,2025-12-09,43
19096,2025-10-28,"BUG #19096: Hugepages configuration is probably not reserving the allocated number of pages",2,false,,,
19097,2025-10-29,"BUG #19097: System catalog modifications are allowed by alter",5,false,,,
19098,2025-10-29,"BUG #19098: Can't create unique gist index, where pg_indexes says that WITHOUT OVERLAPS does exacly that",16,false,,,
19099,2025-10-29,"BUG #19099: Conditional DELETE from partitioned table with non-updatable partition raises internal error",36,true,both,2026-01-23,86
19100,2025-11-01,"BUG #19100: Different column type between partitioned table and detached pending partition table make errors",4,false,,,
19101,2025-11-02,"BUG #19101: Ceil on BIGINT could lost precision in decil function",4,false,,,
19102,2025-11-03,"BUG #19102: Assertion failure in generate_orderedappend_paths with aggregate pushdown",13,true,both,2025-11-05,2
19103,2025-11-04,"BUG #19103: Canceled INSERT statement can still influence the performance of subsequent SELECT statement",4,false,,,
19104,2025-11-05,"BUG #19104: Does regexp_substr function support non-greedy matching?",2,false,,,
19105,2025-11-08,"BUG #19105: Parallel Hash Join crash when work_mem is small",5,false,,,
19106,2025-11-09,"BUG #19106: Potential regression with CTE materialization planning in Postgres 18",15,true,both,2025-11-18,9
19107,2025-11-10,"BUG #19107: The hold cursor is unexpectedly released during rollback",4,false,,,
19108,2025-11-10,"BUG #19108: Stack overflow duting query parse",6,false,,,
19109,2025-11-10,"BUG #19109: catalog lookup with the wrong snapshot during logical decoding causes coredump",11,false,,,
19110,2025-11-11,"BUG #19110: the order of elements in a json object in database is different then the order of elements",2,false,,,
19111,2025-11-13,"BUG #19111: Using EXPLAIN ANALYZE with MERGE causes failed assert",4,true,both,2025-11-16,3
19112,2025-11-14,"BUG #19112: Error comes up on login to the QueryTool after update to PgAdmin 9.10",3,false,,,
19113,2025-11-15,"BUG #19113: Missing updated libpq5 rpm in repo pgdg-common after minor release to 18.1",3,false,,,
19114,2025-11-17,"BUG #19114: ORDER BY ASC is tampering result when calculating distance btw vectors",4,false,,,
19115,2025-11-17,"BUG #19115: the package got zero size",1,false,,,
19116,2025-11-17,"BUG #19116: Lost concurrent updates using ctid - as per doc guidance",1,false,,,
19117,2025-11-18,"BUG #19117: postgresql15-contrib-15.15 for RHEL 9 has conflicting OpenSSL dependencies (3.0.0 and 3.4.0)",3,false,,,
19119,2025-11-18,"BUG #19119: Linux 6.14.0-1015-aws #15~24.04.1-Ubuntu SMP aarch64 aarch64 aarch64 GNU/Linux",2,false,,,
19332,2025-11-23,"BUG #19332: Sudden 330x performance degradation of SELECT amid INSERTs",7,false,,,
19333,2025-11-24,"BUG #19333: 404s when accessing items from https://ftp.postgresql.org/pub/repos/yum/17/redhat/rhel-10-aarch64/",1,false,,,
19334,2025-11-24,"BUG #19334: Cannot download packages from the mirrors",1,false,,,
19335,2025-11-27,"BUG #19335: the function encrypt does not work correct - ERROR: encrypt error: Key was too big",9,false,,,
19336,2025-11-27,"BUG #19336: TRAP: failed Assert(""!IsTransactionOrTransactionBlock()"")",2,false,,,
19337,2025-11-28,"BUG #19337: Errors during downloading metadata for repository pgdg-rhel9-extras",2,false,,,
19338,2025-12-01,"BUG #19338: [PG15] Unstable SQL result in test regress/tablespace",3,false,,,
19339,2025-12-01,"BUG #19339: odbc_fdw extension, Not able to read data from foreign tables",4,false,,,
19340,2025-12-02,"BUG #19340: Wrong result from CORR() function",24,true,both,2025-12-06,4
19341,2025-12-02,"BUG #19341: REPLACE() fails to match final character when using nondeterministic ICU collation",16,true,both,2025-12-06,4
19342,2025-12-02,"BUG #19342: ERROR: function gcd(smallint, smallint) is not unique",2,false,,,
19343,2025-12-02,"BUG #19343: toast_internals.c:139:2: warning: missing braces around initializer [-Wmissing-braces]",2,false,,,
19345,2025-12-05,"BUG #19345: MemoryContextSizeFailure after upgrade 14.11 to 17.7 in stored procedure",4,false,,,
19348,2025-12-09,"BUG #19348: Disk space error when running COPY after upgrading to PostgreSQL 17.7",4,false,,,
19350,2025-12-10,"BUG #19350: Short circuit optimization missed when running sql scriptes in JDBC",13,false,,,
19351,2025-12-10,"BUG #19351: in pg18.1,when not null exists in the table , and add constraint problem.",16,true,discussion_link,2026-02-03,55
19352,2025-12-12,"BUG #19352: SQL Error messages do not include schema name along with table or data object name.",4,false,,,
19353,2025-12-12,"BUG #19353: Error XX000 if referencing expanded array in grouping set: variable not found in subplan target list",9,true,both,2025-12-25,13
19354,2025-12-13,"BUG #19354: JOHAB rejects valid byte sequences",22,true,discussion_link,2026-04-16,124
19355,2025-12-15,"BUG #19355: Attempt to insert data unexpectedly during concurrent update",19,true,both,2026-01-16,32
19356,2025-12-16,"BUG #19356: Unexpected result of prepared UPDATE with force_generic_plan",4,false,,,
19357,2025-12-17,"BUG #19357: PostgreSQL generates a custom plan that performs worse than the generic plan for a certain query.",11,false,,,
19358,2025-12-17,"BUG #19358: Short circuit optimization exists in generic plan but missed in custom plan",2,false,,,
19359,2025-12-18,"BUG #19359: Row level security: Upserts require insert policies in the update path",3,false,,,
19360,2025-12-22,"BUG #19360: Bug Report: Logical Replication initial sync fails with ""conflict=update_origin_differs"" PG12 toPG18",11,false,,,
19362,2025-12-23,"BUG #19362: Extremely log processing of jsonb_path_exists_opr",3,false,,,
19363,2025-12-26,"BUG #19363: PostgreSQL shared memory exhaustion during query execution involving views and parallel workers",4,true,both,2025-12-29,3
19364,2025-12-26,"BUG #19364: Repository not updating",2,false,,,
19365,2025-12-27,"BUG #19365: postgres 18 pg_dump fails whan drop sequence concurrently",4,true,both,2026-01-09,13
19366,2025-12-29,"BUG #19366: heap-use-after-free in pgaio_io_reclaim() detected with RELCACHE_FORCE_RELEASE",2,false,,,
19367,2025-12-29,"BUG #19367: typos in backend/utils/adt/timestamp.c",6,false,,,
19368,2025-12-31,"BUG #19368: f54af9f does not create the correct macro for autotools build",6,true,both,2025-12-31,0
19369,2026-01-02,"BUG #19369: Not documented that io_uring on kernel versions between 5.1 and below 5.6 does not work",18,false,,,
19370,2026-01-06,"BUG #19370: PG18 returns incorrect array slice results when slice bounds depend on another array expression",9,true,both,2026-01-07,1
19371,2026-01-06,"BUG #19371: programı yüklerken hata veriyor",1,false,,,
19372,2026-01-07,"BUG #19372: Scan operator maybe output unnecessary columns to the upper-layer operators",3,false,,,
19373,2026-01-09,"BUG #19373: One backend hanging in AioIoUringExecution blocking other backends",3,false,,,
19375,2026-01-12,"BUG #19375: PathTarget expression costs are being double-counted in the planner",1,false,,,
19377,2026-01-13,"BUG #19377: Query planner interesting behaviour",3,false,,,
19378,2026-01-14,"BUG #19378: How do you know to start Postgresql with ""systemctl start postgresql@18-main"" ?",1,false,,,
19379,2026-01-15,"BUG #19379: Role pg_read_all_data don't allowed read large objects",8,false,,,
19380,2026-01-19,"BUG #19380: Transition table in AFTER INSERT trigger misses rows from MERGE when used with INSERT in a CTE",9,true,both,2026-01-24,5
19382,2026-01-20,"BUG #19382: Server crash at __nss_database_lookup",30,false,,,
19383,2026-01-20,"BUG #19383: Server crash at getmissingattr",3,false,,,
19384,2026-01-20,"BUG #19384: Server crash at textout",4,false,,,
19385,2026-01-21,"BUG #19385: Normal SELECT generates an ineffecifient query plan compare to the prepared SELECT.",4,false,,,
19386,2026-01-21,"BUG #19386: Unnecessary Sort in query plan for SELECT literal with ORDER BY",4,false,,,
19387,2026-01-23,"BUG #19387: About Response time delay.",3,false,,,
19388,2026-01-23,"BUG #19388: Failing to connect to postgres with EACCES error",4,false,,,
19389,2026-01-25,"BUG #19389: pg_dump output differs after setting schema comment to NULL",2,false,,,
19390,2026-01-28,"BUG #19390: Defects in the test case partition_merge",1,false,,,
19391,2026-01-30,"BUG #19391: pg_ctl: the PID file ""/xxxx/postmaster.pid"" is empty",5,false,,,
19392,2026-02-04,"BUG #19392: PG_UPGRADE is non-functional on Windows",8,false,,,
19393,2026-02-04,"BUG #19393: pg_upgrade fails with duplicate key violation when CHECK constraint named *_not_null exists",17,true,both,2026-02-21,17
19394,2026-02-05,"BUG #19394: error in ecpg",2,false,,,
19395,2026-02-06,"BUG #19395: Postgres master: undeclared function 'typeof_unqual'",2,false,,,
19396,2026-02-09,"BUG #19396: Standby and DR site replication broken with PANIC: WAL contains references to invalid pages messge",4,false,,,
19398,2026-02-09,"BUG #19398: Non-existent repositories are used",1,false,,,
19399,2026-02-10,"BUG #19399: Cached plans retain outdated parameter information",1,false,,,
19400,2026-02-10,"BUG #19400: Memory leak in checkpointer and startup processes on PostgreSQL 18",3,false,,,
19401,2026-02-11,"BUG #19401: Inconsistent predicate evaluation with derived table vs direct query involving NULL",2,false,,,
19402,2026-02-12,"BUG #19402: CREATE TABLE IF NOT EXISTS raises DuplicateTable error under concurrent partition creation",1,false,,,
19403,2026-02-12,"BUG #19403: psql fails when trying to import a file that",2,false,,,
19404,2026-02-12,"BUG #19404: manpages are missing in 18.x source.tar.gz",9,false,,,
19405,2026-02-13,"BUG #19405: Assertion in eval_windowaggregates() fails due to integer overflow",9,true,both,2026-04-09,55
19406,2026-02-13,"BUG #19406: substring(text) fails on valid UTF-8 toasted value in PostgreSQL 15.16",15,true,both,2026-02-14,1
19407,2026-02-13,"BUG #19407: pg_dump : DROP RULE creates forward references",4,false,,,
19408,2026-02-13,"BUG #19408: Bad plan for UNION ALL subquery with outer WHERE, ORDER BY, LIMIT, and separate indexes",2,false,,,
19409,2026-02-13,"BUG #19409: Function jsonb_strip_nulls() changed from immutable to stable.",10,true,both,2026-02-18,5
19410,2026-02-15,"BUG #19410: Cannot ser client_encoding",3,false,,,
19411,2026-02-16,"BUG #19411: libpq 16.x exhibits a memory leak when connections are repeatedly created and destroyed",7,false,,,
19412,2026-02-17,"BUG #19412: Wrong query result with not null constraint",11,true,both,2026-02-20,3
19413,2026-02-19,"BUG #19413: ASAN: stack-buffer-overflow in foldcase_options() with invalid ICU language tag",2,false,,,
19414,2026-02-19,"BUG #19414: Wrong rows returned by index scan on HASH-partitioned table with PRIMARY KEY (PostgreSQL 16.9)",5,false,,,
19415,2026-02-25,"BUG #19415: Spelling error about 'vacuume' in zh_CN.po",2,false,,,
19416,2026-02-25,"BUG #19416: Backend SIGSEGV in ExecShutdownHashJoin/ExecHashTableDetach/dsa_free",4,false,,,
19417,2026-02-26,"BUG #19417: '\dD' fails to list user-defined domains that shadow built-in type names (e.g., 'numeric')",5,false,,,
19418,2026-02-26,"BUG #19418: SQL/JSON JSON_VALUE() does not conform to ISO/IEC 9075-2:2023(E) 6.34 <JSON value constructor>",29,true,both,2026-05-01,64
19419,2026-02-26,"BUG #19419: Cannot create custom functions using python3u",2,false,,,
19420,2026-02-27,"BUG #19420: Zombie FK exists after partition is detached.",6,false,,,
19421,2026-02-28,"BUG #19421: PostgreSQL MERGE Crash: heap_compute_data_size() at heaptuple.c:236",2,false,,,
19422,2026-03-02,"BUG #19422: Malformed raius packet",3,false,,,
19423,2026-03-03,"BUG #19423: canonicalize_path does not function correctly when processing paths that contain . and ..",2,false,,,
19424,2026-03-03,"BUG #19424: Concurrent PQconnectdb() calls hang on Windows",2,false,,,
19425,2026-03-04,"BUG #19425: Parametric settings in collation not working in rule syntax",2,true,both,2026-03-18,14
19426,2026-03-07,"BUG #19426: pgdump is stuck",2,false,,,
19427,2026-03-11,"BUG #19427: TOAST Snapshot Assertion Failure",2,false,,,
19428,2026-03-11,"BUG #19428: Lazy evaluation of type checking in CASE in SQL functions including subqueries no longer works in 18",8,false,,,
19429,2026-03-12,"BUG #19429: An issue regarding the processing of Oid as an int type in ecpg",2,true,both,2026-03-15,3
19430,2026-03-12,"BUG #19430: Autovacuums stopped working possible due to problem with vacuuming shared catalog pg_authid",2,false,,,
19431,2026-03-12,"BUG #19431: limitation of the data type jsonb equals 8Kb",4,false,,,
19432,2026-03-12,"BUG #19432: recovery fails at invalid checkpoint record",6,false,,,
19433,2026-03-13,"BUG #19433: json_object_agg_unique Crashes When Used as Window Function",3,false,,,
19434,2026-03-15,"BUG #19434: adding WHERE to a publication can cause UPDATEs and DELETEs to fail on the source table",4,false,,,
19435,2026-03-16,"BUG #19435: Error: ""No relation entry for relid 2"" Triggered by Complex Join with Self-Referencing Tables",35,true,both,2026-03-20,4
19436,2026-03-17,"BUG #19436: Azure Arc installation failure",4,false,,,
19437,2026-03-25,"BUG #19437: temp_tablespaces doesn't work inside a cursor?",6,false,,,
19438,2026-03-25,"BUG #19438: segfault with temp_file_limit inside cursor",14,true,both,2026-03-30,5
19439,2026-03-25,"BUG #19439: pg_stat_xact_user_tables stat not currect during the transaction",8,false,,,
19440,2026-03-27,"BUG #19440: Memory leak in pg_stat_statements when query text file contains invalid encoding",1,false,,,
19441,2026-03-29,"BUG #19441: Backend waits for serializable snapshot indefinitely on removing temp relations",4,false,,,
19442,2026-03-30,"BUG #19442: PL/pgSQL: domain over composite type bypasses type validation when assigning NULL (PostgreSQL 18.3)",2,false,,,
19443,2026-03-30,"BUG #19443: GIN jsonb_path_ops index not used when many rows contain nested null values (PostgreSQL 18.3)",2,false,,,
19444,2026-03-30,"BUG #19444: conkey field empty for domain NOT NULL constraint in pg_constraint (18.3)",3,false,,,
19445,2026-03-30,"BUG #19445: Domain DEFAULT not recorded in pg_attrdef (atthasdef false) in PostgreSQL 18.3",3,false,,,
19446,2026-03-30,"BUG #19446: Domain DEFAULT not reflected in system catalogs and information_schema (PG 18.3)",3,false,,,
19448,2026-03-31,"BUG #19448: message There has been an error a debug file been created at installbuilder_debug_18008.xml",1,false,,,
19449,2026-04-02,"BUG #19449: Massive performance degradation for complex query on Postgres 16+ (few seconds -> multiple hours)",15,false,,,
19450,2026-04-05,"BUG #19450: Where is checksum_block.inc.c after master install?",6,true,both,2026-04-07,2
19451,2026-04-06,"BUG #19451: In postgreSQL v13 For 1000 tables how to update from rrn column to GUID. Each table more than 2crore",2,false,,,
19452,2026-04-07,"BUG #19452: heap-buffer-overflow in `pg_basebackup --format=tar --gzip`",3,false,,,
19454,2026-04-12,"BUG #19454: PL/pgSQL mishandling jsonb attribute reference",3,false,,,
19455,2026-04-13,"BUG #19455: ALTER TABLE RENAME will rename a sequence",3,false,,,
19456,2026-04-15,"BUG #19456: # Unit-Labeling Issue: `pg_size_pretty()` Incorrectly Labels Binary Units as Decimal Units",2,false,,,
19457,2026-04-17,"BUG #19457: RE: pgp_sym_encrypt silently accepts non-FIPS ciphers (bf, cast5, 3des) when OpenSSL is in FIPS mod",10,true,both,2026-08-10,115
19458,2026-04-17,"BUG #19458: OOM killer in jsonb_path_exists_opr (@?) with malformed JSONPath containing non-existent variables",13,true,both,2026-06-18,62
19460,2026-04-19,"BUG #19460: FULL JOIN rewriting issue on empty queries",12,true,both,2026-04-20,1
19461,2026-04-20,"BUG #19461: MERGE with EXISTS subquery referencing USING clause alias fails with ""variable not found in subplan",2,false,,,
19462,2026-04-20,"BUG #19462: MERGE on partitioned table with INSERT DEFAULT VALUES fails with ""unknown action in MERGE WHEN clau",2,false,,,
19463,2026-04-20,"BUG #19463: Server crash (Assertion failure) when using MERGE statement in CTE",3,false,,,
19464,2026-04-20,"BUG #19464: Server crash (SIGABRT) with UPDATE containing multiple multi-column assignments",5,false,,,
19465,2026-04-24,"BUG #19465: Inconsistency in EXP(LN(x)) equivalence leading to different COUNT result in PostgreSQL",2,false,,,
19466,2026-04-25,"BUG #19466: Server crash (SIGSEGV) when FETCH after ALTER TYPE during open cursor",5,false,,,
19467,2026-04-27,"BUG #19467: Inconsistency in MOD() result involving POWER() and floating-point precision in PostgreSQL",3,false,,,
19468,2026-04-27,"BUG #19468: Prevent SIGSEGV on FETCH after ALTER TYPE of cursor rowtype",2,false,,,
